title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,url,categoryName
Konaseema Putharekulu,4.7,3.0,6th Ln,Visakhapatnam,Andhra Pradesh,IN,,+91 99895 78494,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Konaseema%20Putharekulu&query_place_id=ChIJGUXgfuRDOToRxSCurV_8y3E,Restaurant
Eatasian,4.5,19.0,"First Floor No. 9, 29-13",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Eatasian&query_place_id=ChIJnZWVMExDOToR9Rz23uKzz3M,Restaurant
Wok Republic,3.2,38.0,"1st floor, Vinayagar Kosala, beside Sarvani Sweets",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,Chinese noodle restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Wok%20Republic&query_place_id=ChIJ2Sv9bE1DOToR1mqnGl74XAc,Restaurant
Kaka Hyderabad Dum Biryani,,,,Visakhapatnam,Andhra Pradesh,IN,,+91 95151 93747,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kaka%20Hyderabad%20Dum%20Biryani&query_place_id=ChIJ2UeWfDlDOToRj0TSVFjjpog,Restaurant
Spice Society,4.2,67.0,"7, Waltair Main Rd, beside Cream Stone",Visakhapatnam,Andhra Pradesh,IN,,+91 99567 89889,Restaurant,Grill,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Spice%20Society&query_place_id=ChIJ67nx9L9DOToRmzdq61D_jxM,Restaurant
Navyasree Hotel,3.3,7.0,"P8F4+XM9, Waltair Station Approach Rd",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Navyasree%20Hotel&query_place_id=ChIJmVHfurdDOToRL_hE_JiXxdM,Restaurant
Laxmi Hotel,1.0,3.0,P7GX+WP4,Visakhapatnam,Andhra Pradesh,IN,,,Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Laxmi%20Hotel&query_place_id=ChIJq56w0ORDOToRdmjFP66Hov0,Indian restaurant
Annapurna Saakhahar,5.0,5.0,"P8G4+7WM, Dwaraka Nagar 1st Ln",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Annapurna%20Saakhahar&query_place_id=ChIJ7cIBnixDOToR7fsMVZhSRRE,Restaurant
Hyderabadi Biryani House,,,,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Hyderabadi%20Biryani%20House&query_place_id=ChIJTfKoAD1DOToR27OTWqGJT5A,Restaurant
Roast and Grill,4.5,16.0,P884+5GW,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Roast%20and%20Grill&query_place_id=ChIJ0-tEXM9DOToRiVw_5q7xXJI,Restaurant
Landmark Building,4.3,18.0,"530002, 10-51-12/3, Kailas Facor Layout, Kailasametta",Visakhapatnam,Andhra Pradesh,IN,,+91 90936 19464,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Landmark%20Building&query_place_id=ChIJZTHxZj9DOToR2IwlRNyo93k,Restaurant
fresh choice,4.2,2736.0,"VIP Rd, near siripuram juncation",Visakhapatnam,Andhra Pradesh,IN,http://www.freshchoice.in/,,Bakery,Chinese restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=fresh%20choice&query_place_id=ChIJKW1L4kBDOToRqlzbJp3Q1ng,Bakery
Jaganath Restaurant,5.0,2.0,"Back of Dolphin hotel, 31-32-35",Visakhapatnam,Andhra Pradesh,IN,,+91 77995 44333,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Jaganath%20Restaurant&query_place_id=ChIJN4hjnQFDOToREFo2PkYOapE,Restaurant
Sri Jai Durga Bhavani Punugulu,3.7,3.0,"LIC Building, Backside Road",Visakhapatnam,Andhra Pradesh,IN,,,Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sri%20Jai%20Durga%20Bhavani%20Punugulu&query_place_id=ChIJES47HABDOToRCsLY3Rj9zrY,Indian restaurant
Guntur Nawab's Biryani,,,Leelamahal Rd,Visakhapatnam,Andhra Pradesh,IN,https://www.swiggy.com/direct/brand/482987?source=swiggy-direct&subSource=google,+91 85558 04355,Biryani restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Guntur%20Nawab's%20Biryani&query_place_id=ChIJt_hL70BDOToRpNUDckNVMnE,Biryani restaurant
Lazeez Pista Haleem Point Branch,4.5,2.0,"28-17-2, Saraswati Park Jct",Visakhapatnam,Andhra Pradesh,IN,,,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Lazeez%20Pista%20Haleem%20Point%20Branch&query_place_id=ChIJGZtFAABDOToR3B_WetHIB3A,Fast food restaurant
Nayaa,,,"Yathapeta road, near Chavulamadum Area, opposite SFS",Visakhapatnam,Andhra Pradesh,IN,https://www.nayaabiryani.com/,,Biryani restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Nayaa&query_place_id=ChIJNU7Jg0FDOToRCbjA3zt2d7Y,Biryani restaurant
Zesty BBQ TRAIN,4.5,2.0,"Night food, Old, Jail Rd",Visakhapatnam,Andhra Pradesh,IN,,,North Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Zesty%20BBQ%20TRAIN&query_place_id=ChIJB2RT-X5DOToRLqOmGNXYHcY,North Indian restaurant
Swadham Restaurant,3.8,37.0,"33-14-81, Main Road, Main Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 89125 35999,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Swadham%20Restaurant&query_place_id=ChIJ4dc17r5DOToRs4ysmw-oQFA,Restaurant
Ghuma Ghumalu Meals,,,"P79W+88G, beside Gandhi Statue",Visakhapatnam,Andhra Pradesh,IN,,+91 74167 09417,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ghuma%20Ghumalu%20Meals&query_place_id=ChIJuaZCph9DOToRJWkdCuV5wus,Restaurant
Kolkata Roll Centre,4.1,45.0,"30-8-43/1, Bhanu Street, Nearby Airtel Office, Bhanu St, Nearby Airtel Office",Visakhapatnam,Andhra Pradesh,IN,,+91 81063 12095,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kolkata%20Roll%20Centre&query_place_id=ChIJL4yeUhhDOToRrzQb92JwM3I,Fast food restaurant
VIJAYA FOOD COURT,,,,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=VIJAYA%20FOOD%20COURT&query_place_id=ChIJP6y-HxdDOToRmVhMcCKhquU,Restaurant
Kv Restaurant And Guest House,3.6,9.0,"P77X+J6F, Unnamed Road",Visakhapatnam,Andhra Pradesh,IN,,,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kv%20Restaurant%20And%20Guest%20House&query_place_id=ChIJMVY4chtDOToRiUZ6ilePaTo,Fast food restaurant
Ayki recipes,4.0,1.0,P8G5+F52,Visakhapatnam,Andhra Pradesh,IN,,,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ayki%20recipes&query_place_id=ChIJd1LTHgBDOToRHaIR4tp3ZUA,Fast food restaurant
HOTEL NEW PRINCE,4.2,5.0,opp. durga restaurant,Visakhapatnam,Andhra Pradesh,IN,,+91 79814 55267,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=HOTEL%20NEW%20PRINCE&query_place_id=ChIJI3lGbsNDOToRkH_eDPyM-GU,Restaurant
Afroz FOOD POINT,,,"D.No. 33, 1-1, Main Road Jn",Visakhapatnam,Andhra Pradesh,IN,,+91 79788 89630,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Afroz%20FOOD%20POINT&query_place_id=ChIJ4XLgfh9DOToRNil5bzq3Syc,Restaurant
PRIYA FOOD CENTRE,5.0,5.0,"Building D, No:30-8-43, Bhanu St, beside chennai shopping mall",Visakhapatnam,Andhra Pradesh,IN,,,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=PRIYA%20FOOD%20CENTRE&query_place_id=ChIJK0p9WCNDOToRnW_uHXcaus4,Fast food restaurant
CAFFRON MULTI CUISINE RESTAURENT,3.2,5.0,SARASWATHI PARK JN,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,Motel,,,,,,,,,https://www.google.com/maps/search/?api=1&query=CAFFRON%20MULTI%20CUISINE%20RESTAURENT&query_place_id=ChIJSU4jzetDOToR3HI2JrvF0eg,Restaurant
ANDHRA CURRY POINT,,,,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=ANDHRA%20CURRY%20POINT&query_place_id=ChIJH5qKoBhDOToRP0Mi21bUAuE,Restaurant
LUNCH FORE COURT,4.5,2.0,,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=LUNCH%20FORE%20COURT&query_place_id=ChIJe_nOYBdDOToR9yempUNABMI,Restaurant
Bismilla Biryani Center,3.1,27.0,"P863+P43, Yellamathota Road",Visakhapatnam,Andhra Pradesh,IN,,+91 99596 34186,Biryani restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bismilla%20Biryani%20Center&query_place_id=ChIJaydiQxpDOToR_zYGpDnzKUE,Biryani restaurant
RAJDHANI RESTAURENT,3.2,5.0,"P78X+4VR, Ranga St",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=RAJDHANI%20RESTAURENT&query_place_id=ChIJgckuRRlDOToRxy3Y5MKSvn0,Restaurant
Kakinada vari chitti naidu Kodi pulao,2.5,2.0,"P8C5+WM9, NTR Rd",Visakhapatnam,Andhra Pradesh,IN,,,Biryani restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kakinada%20vari%20chitti%20naidu%20Kodi%20pulao&query_place_id=ChIJQQzxPwBDOToRdzi-e2NWjsE,Biryani restaurant
होटल श्री मोहन पैलेस,,,"30-6-8, Krishna Gardens Rd",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=%E0%A4%B9%E0%A5%8B%E0%A4%9F%E0%A4%B2%20%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%80%20%E0%A4%AE%E0%A5%8B%E0%A4%B9%E0%A4%A8%20%E0%A4%AA%E0%A5%88%E0%A4%B2%E0%A5%87%E0%A4%B8&query_place_id=ChIJL_VjIQBDOToRRyjEguCYL18,Restaurant
Gully Pot,4.9,7.0,,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Gully%20Pot&query_place_id=ChIJCQm4I3FDOToRl3HfHtw5gnA,Restaurant
RAAMS KITCHEN,3.7,3.0,"Shop No;2 & 5, Sri Mukha Complex, Hotel Budhil Park Side Road, D.No:48-9-1, Dwaraka Nagar 1st Ln",Visakhapatnam,Andhra Pradesh,IN,,,Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=RAAMS%20KITCHEN&query_place_id=ChIJcyt3SgBDOToROaF8Gjq8E9k,Indian restaurant
Nethi Vindu,,,"P8G2+PMW, Railway New Colony Rd",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Nethi%20Vindu&query_place_id=ChIJifathiRDOToRbY_zf2reQ7w,Restaurant
Happy Military Hotel & Curry Point,4.2,5.0,11-6-6,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Happy%20Military%20Hotel%20%26%20Curry%20Point&query_place_id=ChIJuT9aUQBDOToRJdYk4wONBDs,Restaurant
Bismillah Noodles,4.1,983.0,530002,Visakhapatnam,Andhra Pradesh,IN,,+91 97055 03848,Fast food restaurant,Noodle shop,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bismillah%20Noodles&query_place_id=ChIJSwx8GBJDOToRzgrCuugITAM,Fast food restaurant
Mann Salwa Non Veg Pickles,2.0,4.0,"8/2, 1st Ln",Visakhapatnam,Andhra Pradesh,IN,https://mannsalwanonvegpickles.com/,+91 77310 44246,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mann%20Salwa%20Non%20Veg%20Pickles&query_place_id=ChIJ7RAfZyNDOToReUb6_s2p1Xo,Restaurant
Lunch Box Dwaraka Vizag,2.0,24.0,"1st Floor, Potluri Castle, 48/12/9","Vijayawada, Visakhapatnam",Andhra Pradesh,IN,,,Delivery Restaurant,Lunch restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Lunch%20Box%20Dwaraka%20Vizag&query_place_id=ChIJS33baCFDOToRJzk_SuEnzwg,Delivery Restaurant
Shahee Family foods,4.0,2.0,31-32-69,Visakhapatnam,Andhra Pradesh,IN,,,Takeout Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Shahee%20Family%20foods&query_place_id=ChIJ91YBttFDOToRIDXc3W7TM3A,Takeout Restaurant
Hotel Annapurna,3.4,5.0,"Shop No 1, Padmavathi Complex, 13, Ground Floor, 10-29-10, near Amrutha Dry Fruits",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Hotel%20Annapurna&query_place_id=ChIJYx-AeABDOToR8ItaNtkCk6M,Restaurant
MANA INTI BHOJANAM,4.8,10.0,,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=MANA%20INTI%20BHOJANAM&query_place_id=ChIJpUToHwlDOToR3fB2VTrmwZ8,Restaurant
Tiffin Center,3.4,13.0,"RTC Complex, 36,37, RTC Complex Inner Road",Visakhapatnam,Andhra Pradesh,IN,,+91 79814 74198,Restaurant,Fast food restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tiffin%20Center&query_place_id=ChIJQzjA21xDOToRnYmstE9FRBA,Restaurant
Tiffin Box,3.0,4.0,"Tiffin Box, Hotel Dwaraka Inn, beside Reliance Smart Bazaar",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tiffin%20Box&query_place_id=ChIJ8cRIWIJDOToRsBGYfLW7Mzk,Restaurant
Manikanta Tiffins And Meals,3.8,433.0,"Shop no 03 Zilla parishad junction,, Krishna Nagar, Maharani Peta",Visakhapatnam,Andhra Pradesh,IN,,+91 83749 31029,Restaurant,Box lunch supplier,Breakfast restaurant,Brunch restaurant,Vegetarian restaurant,,,,,,https://www.google.com/maps/search/?api=1&query=Manikanta%20Tiffins%20And%20Meals&query_place_id=ChIJFw5HahJDOToRkaOFs4Mnc2k,Restaurant
Gnaneswari Street Food,5.0,5.0,"Door No: 48, 2-34, Rama Talkies Rd","SRINAGAR, Visakhapatnam",Andhra Pradesh,IN,,+91 70135 68809,Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Gnaneswari%20Street%20Food&query_place_id=ChIJ1ZdMdEdDOToRHZiEfTpEuYM,Indian restaurant
OHO HOTEL,5.0,1.0,,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=OHO%20HOTEL&query_place_id=ChIJg-1OfxBDOToRCn6Ukhx3yPw,Restaurant
Lochan’s Swadista Foods,,,"Chikoti Garden Rd, opposite Novotel, near Century Club",Visakhapatnam,Andhra Pradesh,IN,,+91 94931 55774,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Lochan%E2%80%99s%20Swadista%20Foods&query_place_id=ChIJ24WNAFNDOToR3cq-LfXN-eE,Restaurant
ARAV'S KITCHEN,3.0,4.0,"D.NO 46-15-24/1, DONDAPARTHI, DEVANGULAVARI STREET",Visakhapatnam,Andhra Pradesh,IN,,,Takeout Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=ARAV'S%20KITCHEN&query_place_id=ChIJ-R5MrjhDOToR00EvV_qcS8s,Takeout Restaurant
Bismillah Chicken Center,4.0,1.0,"P863+F74, Main Rd",Visakhapatnam,Andhra Pradesh,IN,https://www.taazameatonline.com/shop/bismillah-chicken-center-jagdamba-circle-vizag,+91 81797 46929,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bismillah%20Chicken%20Center&query_place_id=ChIJ8XKo7hpDOToRyn0obLfU0lU,Restaurant
Faasos Dwaraka Vizag,2.7,35.0,"48/12/9,1st floor, Potluri Castle, Dwaraka Nagar, Visakhapatnam","Vijayawada, Visakhapatnam",Andhra Pradesh,IN,https://www.eatsure.com/,+91 77000 20020,Restaurant,Fast food restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Faasos%20Dwaraka%20Vizag&query_place_id=ChIJr47s3xBDOToRD8FsOVvjHxs,Restaurant
Tap The Sports Bar,4.2,1191.0,"15-3-22, Varun Inox, Block No 4, Beach Rd, beside Maharani Peta",Visakhapatnam,Andhra Pradesh,IN,,+91 63037 71087,Pub,Bar,Bar & grill,Cocktail bar,Disco club,Live music bar,Restaurant,Sports bar,Wine bar,,https://www.google.com/maps/search/?api=1&query=Tap%20The%20Sports%20Bar&query_place_id=ChIJJ9lyVjBDOToRqWyRXmamTC8,Pub
KFC,3.5,75.0,"Rk beach, near ntr statue",Visakhapatnam,Andhra Pradesh,IN,http://www.kfc.com/,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=KFC&query_place_id=ChIJ8TV_GgBDOToRzffz-QJSEu8,Restaurant
Nellore ruchulu,5.0,2.0,"33, KGH Down Rd",Visakhapatnam,Andhra Pradesh,IN,,,Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Nellore%20ruchulu&query_place_id=ChIJ6-iJagBDOToR2l1FWwq4IJk,Indian restaurant
SKML JAAHNAVI Noodles point,2.9,18.0,530002,Visakhapatnam,Andhra Pradesh,IN,,+91 99664 40418,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SKML%20JAAHNAVI%20Noodles%20point&query_place_id=ChIJfYjQIhJDOToRHcz6z_V4utM,Restaurant
KFC,4.1,8673.0,"GVMC line, DN 8/1/20/A, Vinayagar Vajjhala Square, Aselmetta Jn, 1st Ln, opposite to RTC Complex",Visakhapatnam,Andhra Pradesh,IN,https://restaurants.kfc.co.in/kfc-dwaraka-nagar-restaurants-dwaraka-nagar-visakhapatnam-35192/Home?utm_source=locator&utm_medium=googleplaces,+91 79 4272 5883,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=KFC&query_place_id=ChIJn7UjwQ9DOToRxfuaQOI8n9Q,Restaurant
Noor Fast Foods,5.0,1.0,"P8G2+VFH, Railway New Colony Rd, near by Ramalayam",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Noor%20Fast%20Foods&query_place_id=ChIJ53DSfCRDOToRNQ4LVssO17Y,Restaurant
Vemparaju Gari Vantillu,3.3,98.0,VIP Rd,Visakhapatnam,Andhra Pradesh,IN,,+91 91171 17797,Restaurant,Food products supplier,Indian restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Vemparaju%20Gari%20Vantillu&query_place_id=ChIJh8vEKwBDOToRQag9jCh3pVo,Restaurant
Panchavathi Tiffin Center,4.2,1881.0,P866+3Q8,Visakhapatnam,Andhra Pradesh,IN,,+91 91218 80611,Tiffin center,Box lunch supplier,Breakfast restaurant,South Indian restaurant,Tea house,Vegetarian restaurant,,,,,https://www.google.com/maps/search/?api=1&query=Panchavathi%20Tiffin%20Center&query_place_id=ChIJE18GZBJDOToR-r7755j6XkI,Tiffin center
SUGARR,4.0,6.0,Beach Rd,Visakhapatnam,Andhra Pradesh,IN,https://all.accor.com/hotel/7535/index.en.shtml,+91 77998 84045,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SUGARR&query_place_id=ChIJXYvOLoRDOToRJ6HmP5NIDyM,Restaurant
Pakwan Restaurant,4.1,38.0,P873+24W,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Pakwan%20Restaurant&query_place_id=ChIJqdMXaBpDOToR2TvMouSSbDc,Restaurant
Yummy star,4.6,22.0,"48, Vegetable Market Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 63029 20658,Restaurant,Fast food restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Yummy%20star&query_place_id=ChIJzXeUsHtDOToRCllrj97EkS8,Restaurant
Rajadhani Parcels,3.9,401.0,"Near, Pavan Palace, 47-15, 7-52, Diamond Park Rd",Visakhapatnam,Andhra Pradesh,IN,,,Biryani restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Rajadhani%20Parcels&query_place_id=ChIJS7fvRCNDOToRL9Jjjl6NPRU,Biryani restaurant
Laxmi Hotel,2.6,19.0,"Shop No.53-9-217/1, RTC Complex, Waltair Station Approach Rd, Near By Main Road",Visakhapatnam,Andhra Pradesh,IN,,+91 98485 53443,Restaurant,Breakfast restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Laxmi%20Hotel&query_place_id=ChIJXQtbOTxDOToRF9rSSv9RQVM,Restaurant
Hotel Rahman,3.0,1.0,"GURURAJ COMPLEX, 47-9-22",Visakhapatnam,Andhra Pradesh,IN,,,Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Hotel%20Rahman&query_place_id=ChIJP21USQBDOToRxnZpX70slwQ,Indian restaurant
Darbar Foods,3.5,2.0,,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Darbar%20Foods&query_place_id=ChIJNyEGhhpDOToRTNEiae7bi1w,Restaurant
Desi Tadka Multi Cuisine Restaurant,2.2,17.0,"Desi Tadka, Hotel Dwaraka Inn, beside Reliance Smart Bazaar",Visakhapatnam,Andhra Pradesh,IN,,+91 73492 69948,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Desi%20Tadka%20Multi%20Cuisine%20Restaurant&query_place_id=ChIJQS-ZZAFDOToRzK2_MQ3YpMQ,Restaurant
The Belgian Waffle Co,4.2,1288.0,"Balaji's Mangalagiri Chambers, 9-14-5, VIP Rd, above hotel Tycoon",Visakhapatnam,Andhra Pradesh,IN,https://thebelgianwaffle.co/,+91 90810 81081,Dessert restaurant,Cafe,Cake shop,Family restaurant,Ice cream shop,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Belgian%20Waffle%20Co&query_place_id=ChIJMTYxWpZDOToRxnCuxMFkoi0,Dessert restaurant
S.L.V Fast Food Centre,3.5,53.0,P866+82F,Visakhapatnam,Andhra Pradesh,IN,,+91 93921 37597,Fast food restaurant,Breakfast restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=S.L.V%20Fast%20Food%20Centre&query_place_id=ChIJm9YdIxJDOToRUzweEWov7-A,Fast food restaurant
Hotel Akshaya,3.9,1740.0,"Railway Station Rd, opposite DRM Office",Visakhapatnam,Andhra Pradesh,IN,http://www.hotelakshaya.in/,+91 91778 92359,Hotel,Lodge,Restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Hotel%20Akshaya&query_place_id=ChIJOTYR5iNDOToRWn1zlGLWFfs,Hotel
ARAV'S KITCHEN,5.0,11.0,"D.NO 46-15-24/1, DONDAPARTHI, DEVANGULAVARI STREET",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=ARAV'S%20KITCHEN&query_place_id=ChIJ6SokNABDOToRUVfukon9Xpw,Restaurant
Helapuri restaurant and buffet,3.3,9.0,Diamond Park Junction,Visakhapatnam,Andhra Pradesh,IN,,,Buffet restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Helapuri%20restaurant%20and%20buffet&query_place_id=ChIJoeMbNABDOToRQ86CRisKNVg,Buffet restaurant
