"route_id,source_area,pub_name,pub_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,night_travel_friendly,description"
"1296,Siripuram,The Miami,Waltair,Waltair Junction Bus Stop,900A,APSRTC City Ordinary,Siripuram Jn â†’ VIP Rd â†’ RTC Complex â†’ Dwaraka Nagar,3,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 900A from Siripuram to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1297,Dwaraka Nagar,The Miami,Waltair,Waltair Junction Bus Stop,902A,APSRTC City Ordinary,Dwaraka Nagar â†’ Siripuram â†’ Jagadamba â†’ Maharanipeta,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 902A from Dwaraka Nagar to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1298,Maddilapalem,The Miami,Waltair,Waltair Junction Bus Stop,211A,APSRTC City Ordinary,Maddilapalem â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram â†’ Jagadamba,7,23 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 211A from Maddilapalem to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1299,NAD Junction,The Miami,Waltair,Waltair Junction Bus Stop,400A,APSRTC City Ordinary,NAD Jn â†’ Maddilapalem â†’ Seethammadhara â†’ Siripuram â†’ Jagadamba,15,50 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 400A from NAD Junction to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1300,Seethammadhara,The Miami,Waltair,Waltair Junction Bus Stop,213C,APSRTC City Ordinary,Seethammadhara â†’ Maddilapalem â†’ MVP Colony â†’ Siripuram â†’ Jagadamba,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 213C from Seethammadhara to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1301,Jagadamba,The Miami,Waltair,Waltair Junction Bus Stop,905A,APSRTC City Ordinary,Jagadamba Jn â†’ Asilmetta â†’ Siripuram â†’ Dwaraka Nagar â†’ Waltair,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 905A from Jagadamba to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1302,Asilmetta,The Miami,Waltair,Waltair Junction Bus Stop,907A,APSRTC City Ordinary,Asilmetta â†’ Jagadamba â†’ Siripuram â†’ Maharanipeta â†’ RK Beach,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 907A from Asilmetta to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1303,Railway Station,The Miami,Waltair,Waltair Junction Bus Stop,909A,APSRTC City Ordinary,Railway Station â†’ RTC Complex â†’ Dwaraka Nagar â†’ Siripuram â†’ Jagadamba,6,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 909A from Railway Station to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1304,RTC Complex,The Miami,Waltair,Waltair Junction Bus Stop,100A,APSRTC City Ordinary,RTC Complex â†’ Siripuram â†’ Dwaraka Nagar â†’ Jagadamba â†’ Waltair,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 100A from RTC Complex to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1305,Airport,The Miami,Waltair,Waltair Junction Bus Stop,APTC-1,APSRTC City Ordinary,Airport â†’ Kommadi â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,14,46 mins,25,05:30,22:30,20,0.3,Yes,""Take bus APTC-1 from Airport to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1306,Pendurthi,The Miami,Waltair,Waltair Junction Bus Stop,320A,APSRTC City Ordinary,Pendurthi â†’ Gopalapatnam â†’ Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony,25,83 mins,45,05:30,21:00,25,0.3,Limited,""Take bus 320A from Pendurthi to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1307,Gopalapatnam,The Miami,Waltair,Waltair Junction Bus Stop,310A,APSRTC City Ordinary,Gopalapatnam â†’ Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,18,60 mins,30,05:30,22:30,25,0.3,Yes,""Take bus 310A from Gopalapatnam to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1308,Kurmannapalem,The Miami,Waltair,Waltair Junction Bus Stop,330A,APSRTC City Ordinary,Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,20,66 mins,35,05:30,22:30,25,0.3,Yes,""Take bus 330A from Kurmannapalem to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1309,Auto Nagar,The Miami,Waltair,Waltair Junction Bus Stop,402A,APSRTC City Ordinary,Auto Nagar â†’ NAD Jn â†’ Maddilapalem â†’ Siripuram â†’ Jagadamba,14,46 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 402A from Auto Nagar to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1310,Steel Plant,The Miami,Waltair,Waltair Junction Bus Stop,28P,APSRTC City Ordinary,Steel Plant â†’ Gajuwaka â†’ Ukkunagaram â†’ Daba Garden â†’ Siripuram â†’ Jagadamba,16,53 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 28P from Steel Plant to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1311,Scindia,The Miami,Waltair,Waltair Junction Bus Stop,350A,APSRTC City Ordinary,Scindia â†’ One Town â†’ Poorna Market â†’ Jagadamba â†’ Siripuram,12,40 mins,20,05:30,22:30,20,0.3,Yes,""Take bus 350A from Scindia to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1312,One Town,The Miami,Waltair,Waltair Junction Bus Stop,101A,APSRTC City Ordinary,One Town â†’ Poorna Market â†’ Jagadamba â†’ Asilmetta â†’ Siripuram,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 101A from One Town to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1313,Poorna Market,The Miami,Waltair,Waltair Junction Bus Stop,103A,APSRTC City Ordinary,Poorna Market â†’ One Town â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 103A from Poorna Market to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1314,RK Beach,The Miami,Waltair,Waltair Junction Bus Stop,900P,APSRTC City Ordinary,RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,6,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 900P from RK Beach to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1315,Rushikonda,The Miami,Waltair,Waltair Junction Bus Stop,218P,APSRTC City Ordinary,Rushikonda â†’ Lawson's Bay â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,12,40 mins,20,05:30,22:30,20,0.3,Yes,""Take bus 218P from Rushikonda to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1316,Lawson's Bay,The Miami,Waltair,Waltair Junction Bus Stop,901P,APSRTC City Ordinary,Lawson's Bay â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,8,26 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 901P from Lawson's Bay to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1317,Hanumanthuwaka,The Miami,Waltair,Waltair Junction Bus Stop,303A,APSRTC City Ordinary,Hanumanthuwaka â†’ Seethammadhara â†’ MVP Colony â†’ Maddilapalem â†’ Siripuram,10,33 mins,15,05:30,22:30,20,0.3,Yes,""Take bus 303A from Hanumanthuwaka to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1318,Arilova,The Miami,Waltair,Waltair Junction Bus Stop,305A,APSRTC City Ordinary,Arilova â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,22,73 mins,35,05:30,21:00,25,0.3,Yes,""Take bus 305A from Arilova to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1319,Beach Road,The Miami,Waltair,Waltair Junction Bus Stop,800A,APSRTC City Ordinary,Beach Road â†’ RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 800A from Beach Road to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1320,Kailasagiri,The Miami,Waltair,Waltair Junction Bus Stop,802A,APSRTC City Ordinary,Kailasagiri â†’ Beach Rd â†’ RK Beach â†’ Jagadamba â†’ Siripuram,10,33 mins,15,05:30,22:30,20,0.3,Yes,""Take bus 802A from Kailasagiri to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1321,Gajuwaka,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,400,APSRTC City Ordinary,Gajuwaka X Rd â†’ Ukkunagaram â†’ Steel Plant Gate â†’ Daba Garden â†’ Siripuram â†’ RTC Complex,14,46 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 400 from Gajuwaka to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1322,Kommadi,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,500G,APSRTC City Ordinary,Kommadi Jn â†’ Madhurawada â†’ Bheemunipatnam Rd â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,22,73 mins,35,05:30,21:00,25,0.3,Yes,""Take bus 500G from Kommadi to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1323,Madhurawada,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,218G,APSRTC City Ordinary,Madhurawada â†’ Kommadi â†’ GITAM â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony,20,66 mins,35,05:30,22:30,25,0.3,Yes,""Take bus 218G from Madhurawada to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1324,PM Palem,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,299H,APSRTC City Ordinary,PM Palem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,12,40 mins,20,05:30,22:30,20,0.3,Yes,""Take bus 299H from PM Palem to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1325,MVP Colony,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,215G,APSRTC City Ordinary,MVP Colony Sector 7 â†’ Seethammadhara â†’ Maddilapalem â†’ Siripuram â†’ Jagadamba,9,30 mins,15,05:30,22:30,15,0.3,Yes,""Take bus 215G from MVP Colony to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1326,Siripuram,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,900G,APSRTC City Ordinary,Siripuram Jn â†’ VIP Rd â†’ RTC Complex â†’ Dwaraka Nagar,6,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 900G from Siripuram to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1327,Dwaraka Nagar,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,902H,APSRTC City Ordinary,Dwaraka Nagar â†’ Siripuram â†’ Jagadamba â†’ Maharanipeta,6,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 902H from Dwaraka Nagar to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1328,Maddilapalem,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,211H,APSRTC City Ordinary,Maddilapalem â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram â†’ Jagadamba,8,26 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 211H from Maddilapalem to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1329,NAD Junction,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,400H,APSRTC City Ordinary,NAD Jn â†’ Maddilapalem â†’ Seethammadhara â†’ Siripuram â†’ Jagadamba,10,33 mins,15,05:30,22:30,20,0.3,Yes,""Take bus 400H from NAD Junction to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1330,Seethammadhara,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,213J,APSRTC City Ordinary,Seethammadhara â†’ Maddilapalem â†’ MVP Colony â†’ Siripuram â†’ Jagadamba,8,26 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 213J from Seethammadhara to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1331,Jagadamba,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,905G,APSRTC City Ordinary,Jagadamba Jn â†’ Asilmetta â†’ Siripuram â†’ Dwaraka Nagar â†’ Waltair,6,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 905G from Jagadamba to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1332,Asilmetta,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,907H,APSRTC City Ordinary,Asilmetta â†’ Jagadamba â†’ Siripuram â†’ Maharanipeta â†’ RK Beach,6,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 907H from Asilmetta to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1333,Railway Station,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,909H,APSRTC City Ordinary,Railway Station â†’ RTC Complex â†’ Dwaraka Nagar â†’ Siripuram â†’ Jagadamba,6,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 909H from Railway Station to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1334,RTC Complex,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,100H,APSRTC City Ordinary,RTC Complex â†’ Siripuram â†’ Dwaraka Nagar â†’ Jagadamba â†’ Waltair,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 100H from RTC Complex to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1335,Airport,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,APTC-9,APSRTC City Ordinary,Airport â†’ Kommadi â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,12,40 mins,20,05:30,22:30,20,0.3,Yes,""Take bus APTC-9 from Airport to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1336,Pendurthi,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,320H,APSRTC City Ordinary,Pendurthi â†’ Gopalapatnam â†’ Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony,22,73 mins,35,05:30,21:00,25,0.3,Yes,""Take bus 320H from Pendurthi to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1337,Gopalapatnam,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,310H,APSRTC City Ordinary,Gopalapatnam â†’ Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,14,46 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 310H from Gopalapatnam to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1338,Kurmannapalem,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,330H,APSRTC City Ordinary,Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,16,53 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 330H from Kurmannapalem to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1339,Auto Nagar,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,402H,APSRTC City Ordinary,Auto Nagar â†’ NAD Jn â†’ Maddilapalem â†’ Siripuram â†’ Jagadamba,8,26 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 402H from Auto Nagar to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1340,Steel Plant,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,400Q,APSRTC City Ordinary,Steel Plant â†’ Gajuwaka â†’ Ukkunagaram â†’ Daba Garden â†’ Siripuram â†’ Jagadamba,11,36 mins,15,05:30,22:30,20,0.3,Yes,""Take bus 400Q from Steel Plant to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1341,Scindia,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,350H,APSRTC City Ordinary,Scindia â†’ One Town â†’ Poorna Market â†’ Jagadamba â†’ Siripuram,8,26 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 350H from Scindia to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1342,One Town,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,101J,APSRTC City Ordinary,One Town â†’ Poorna Market â†’ Jagadamba â†’ Asilmetta â†’ Siripuram,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 101J from One Town to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1343,Poorna Market,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,103J,APSRTC City Ordinary,Poorna Market â†’ One Town â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 103J from Poorna Market to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1344,RK Beach,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,900W,APSRTC City Ordinary,RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,6,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 900W from RK Beach to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1345,Rushikonda,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,218W,APSRTC City Ordinary,Rushikonda â†’ Lawson's Bay â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,13,43 mins,20,05:30,22:30,20,0.3,Yes,""Take bus 218W from Rushikonda to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1346,Lawson's Bay,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,901X,APSRTC City Ordinary,Lawson's Bay â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,9,30 mins,15,05:30,22:30,15,0.3,Yes,""Take bus 901X from Lawson's Bay to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1347,Hanumanthuwaka,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,303H,APSRTC City Ordinary,Hanumanthuwaka â†’ Seethammadhara â†’ MVP Colony â†’ Maddilapalem â†’ Siripuram,10,33 mins,15,05:30,22:30,20,0.3,Yes,""Take bus 303H from Hanumanthuwaka to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1348,Arilova,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,305H,APSRTC City Ordinary,Arilova â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,22,73 mins,35,05:30,21:00,25,0.3,Yes,""Take bus 305H from Arilova to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1349,Beach Road,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,800H,APSRTC City Ordinary,Beach Road â†’ RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram,6,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 800H from Beach Road to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1350,Kailasagiri,New Pavan Restaurant And Bar,Bowdara,Bowdara Ring Road Bus Stop,802H,APSRTC City Ordinary,Kailasagiri â†’ Beach Rd â†’ RK Beach â†’ Jagadamba â†’ Siripuram,11,36 mins,15,05:30,22:30,20,0.3,Yes,""Take bus 802H from Kailasagiri to Bowdara Ring Road Bus Stop, then walk 0.3km to New Pavan Restaurant And Bar in Bowdara."""
"1351,Gajuwaka,ZOOM RESTAURANT AND BAR,RK Beach,RK Beach Bus Stop,28A,APSRTC City Ordinary,Gajuwaka X Rd â†’ Ukkunagaram â†’ Steel Plant Gate â†’ Daba Garden â†’ Siripuram â†’ RTC Complex,20,66 mins,35,05:30,22:30,25,0.3,Yes,""Take bus 28A from Gajuwaka to RK Beach Bus Stop, then walk 0.3km to ZOOM RESTAURANT AND BAR in RK Beach."""
"1352,Kommadi,ZOOM RESTAURANT AND BAR,RK Beach,RK Beach Bus Stop,500D,APSRTC City Ordinary,Kommadi Jn â†’ Madhurawada â†’ Bheemunipatnam Rd â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,20,66 mins,35,05:30,22:30,25,0.3,Yes,""Take bus 500D from Kommadi to RK Beach Bus Stop, then walk 0.3km to ZOOM RESTAURANT AND BAR in RK Beach."""
"1353,Madhurawada,ZOOM RESTAURANT AND BAR,RK Beach,RK Beach Bus Stop,218D,APSRTC City Ordinary,Madhurawada â†’ Kommadi â†’ GITAM â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony,17,56 mins,30,05:30,22:30,20,0.3,Yes,""Take bus 218D from Madhurawada to RK Beach Bus Stop, then walk 0.3km to ZOOM RESTAURANT AND BAR in RK Beach."""
"1354,PM Palem,ZOOM RESTAURANT AND BAR,RK Beach,RK Beach Bus Stop,299D,APSRTC City Ordinary,PM Palem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,14,46 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 299D from PM Palem to RK Beach Bus Stop, then walk 0.3km to ZOOM RESTAURANT AND BAR in RK Beach."""
