Hospital_Name,City,State,Specialty,Expected_Budget_INR_Lakhs
Surya Maternity Hospital,Anakapalli,Andhra Pradesh,Hospital,991.95
R.K Medical Center,Anakapalli,Andhra Pradesh,Private hospital,3452.27
"Dr"" D D Naidu Hospital",Anakapalli,Andhra Pradesh,Hospital,743.75
Vinoothnaw Hospital,Anakapalli,Andhra Pradesh,Hospital,1985.92
Suki Children'S Hospital,Anakapalli,Andhra Pradesh,Hospital,1608.98
Janani Hospital,Anakapalli,Andhra Pradesh,Hospital,948.85
Chandamama Clinic,Gajuwaka,Andhra Pradesh,Children's hospital,1239.11
Nirmala Maternity Hospital,Anakapalli,Andhra Pradesh,Hospital,1742.43
Sri Venkateswara Nursing Home,Anakapalli,Andhra Pradesh,Hospital,1298.51
Surya Teja Multi Speciality Hospital,Anakapalli,Andhra Pradesh,Hospital,1563.11
Loyola Pvt Iti,42.0,r58v+mqp,+91 89770 09397,110.94
Sri Divya Clinic,Pendurti,Andhra Pradesh,Medical clinic,168.68
Wards Sachivalayam 518,Pendurti,Andhra Pradesh,Government office,129.46
Yaswanth Skin Clinic,Chinnamusidivada,Andhra Pradesh,Skin care clinic,57.17
Asian Dental Clinic,Pendurti,Andhra Pradesh,Dental clinic,147.39
Pendurty,"Visakhapatnam, Pendurti",Andhra Pradesh,Group home,187.6
Sriudayabhaskaraavaas2,Pendurti,Andhra Pradesh,Apartment building,245.12
Leela Advanced Skin & Hair Laser Clinic,Gajuwaka,Andhra Pradesh,Doctor,75.28
Muthoot Mcred Gold Loan In Kurmannapalem,"first floor, no 31-56-4/2, duvvada station road, nearby hospital",Gajuwaka,+91 89125 73539,215.77
Sri Krishna Eden Function Hall And Hotel,Gajuwaka,Andhra Pradesh,Hotel,37.19
Kims Emergency,"Gajuvaka, Gajuwaka",Andhra Pradesh,Hospital,1211.89
Hedhya Naidu Homeopathy Clinic,"Gajuvaka, Gajuwaka",Andhra Pradesh,Hospital,1950.61
Sri Vishnu Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1674.36
Amrutha Neuro Psychiatry Hospital,"Gajuvaka, Gajuwaka",Andhra Pradesh,Hospital,1664.24
Sri Simhardri Childrn & Women Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1366.45
Jose Mission Clinic (Rcm),Visakhapatnam,Andhra Pradesh,Hospital,1582.1
Homi Bhaba Canser Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1375.28
Bhavani Homoeo Hospital,Visakhapatnam,Andhra Pradesh,Hospital,755.77
Sri Mahalakshmi Nivaas,Pendurti,Andhra Pradesh,Apartment building,199.84
Pendurthi Police Station,Pendurti,Andhra Pradesh,Police station,197.33
Navyavikas Model High School,Pendurti,Andhra Pradesh,Private educational institution,257.12
S Blossom Family Salon,Pendurti,Andhra Pradesh,Beauty salon,69.9
Re Health Pharmacy,Pendurti,Andhra Pradesh,Pharmacy,57.65
Lenskart.Com At Sujathanagar,"survey no 145/5, 7-183/1/1, greater, opposite to reliance smart point",Chinnamusidivada,+91 72918 23867,38.52
Aditya Nagar,Pendurti,Andhra Pradesh,Hospital,1922.31
As Surgicals And Medical,Pendurti,Andhra Pradesh,Health spa,59.67
Dr Mamatha Pothala,Madhuravada,Andhra Pradesh,Gynecologist,22.46
Uphc Rushikonda Visakhapatnam,Endada,Andhra Pradesh,Hospital,970.54
Urban Phc Chepaluppada (Uphc),"Chepalappada, Visakhapatnam",Andhra Pradesh,Hospital,727.15
Gayatri Vidya Parishad (Gvp) Medical College,Pataparadesipalem,Andhra Pradesh,College,216.44
Ward 16 Of Gitam Hospital,Endada,Andhra Pradesh,Hospital,1115.57
Iqure Multi Speciality Medical & Dental Clinics Dr Raju Kottakota,Endada,Andhra Pradesh,Doctor,79.75
Prime Speciality Ortho And Neuro Clinics,Endada,Andhra Pradesh,Orthopedic clinic,278.54
Sri Manikanta Pradhamika Vaidyashala,Madhuravada,Andhra Pradesh,Hospital,1809.23
Sai Teja Hospital,Anakapalli,Andhra Pradesh,Private hospital,3943.35
Lucky,Gajuwaka,Andhra Pradesh,Hospital,593.42
Maruthi Superspeciality Face&Jaw And Dental Clinic,Anakapalli,Andhra Pradesh,Hospital,707.12
Homibaba Hospital Aganampoodi,"Visakhapatnam, Gajuwaka",Andhra Pradesh,Health consultant,85.98
Satyadev Diagnostic & Scanning Centre,Anakapalli,Andhra Pradesh,Medical diagnostic imaging center,117.76
Vmr Central Mall - Aganampudi,Gajuwaka,Andhra Pradesh,Outlet mall,208.8
Geetha Eye & Orthopaedic Hospital,Anakapalli,Andhra Pradesh,Doctor,57.29
American Clinic - Sunil Pharmacy,Anakapalli,Andhra Pradesh,Diabetes center,114.71
Satyadev Cancer Institute (Proposed),Anakapalli,Andhra Pradesh,Private hospital,1692.73
Cancer Hospital Road Marripalem,Marripalem,Andhra Pradesh,Hospital,1868.19
Siddardha Nursing Home,Anakapalli,Andhra Pradesh,Hospital,1013.49
Saptagiri Hospital,Anakapalli,Andhra Pradesh,Hospital,1031.43
Maternity Hospital,Anakapalli,Andhra Pradesh,Hospital,1657.98
Rjr Herbal Hospital Anakapalle,Anakapalli,Andhra Pradesh,Ayurvedic clinic,61.86
Q1 Hospitals,Visakhapatnam,Andhra Pradesh,Private hospital,3573.24
Shree Satya Health Centre,Visakhapatnam,Andhra Pradesh,Hospital,1539.97
Gj Hospitals & Trauma Centre,Visakhapatnam,Andhra Pradesh,Hospital,1415.11
Omega Cancer Hospitals (Cancer Treatment Hospital) - Visakhapatnam,Visakhapatnam,Andhra Pradesh,Hospital,788.4
Apollo Hospitals | Best Hospital In Visakhapatnam,"Chinagadila, Visakhapatnam",Andhra Pradesh,Hospital,869.78
Visiontree Eye Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1337.13
Kavya Hospital - Dr. D. Ravi (Neurosurgeon) | Dr. T. Sridevi (Gynaecologist),Visakhapatnam,Andhra Pradesh,Hospital,837.3
Ruthvik Hospitals,Potinamallayyapalem,Andhra Pradesh,Hospital,1959.37
Fit And Fab Wellness Center,Pendurti,Andhra Pradesh,Nutritionist,110.36
Pencak Silat Martial Arts Academy Pendurthi,Chinnamusidivada,Andhra Pradesh,Martial arts school,108.03
Sri Sai Pravallika Enterprises,Pendurti,Andhra Pradesh,Pipes wholesaler,85.97
Bujji Dance Studio,Chinnamusidivada,Andhra Pradesh,Dance school,220.35
Golden Bridge School,Pendurti,Andhra Pradesh,CBSE school,115.6
Sri Udaya Bhaskar Nirman,Pendurti,Andhra Pradesh,Custom home builder,124.18
Sujatha Nagar,Visakhapatnam,Andhra Pradesh,Hospital,1900.55
Dl Medical & Toy Store,Pendurti,Andhra Pradesh,Pharmacy,65.68
Dr Naidu Ch N - Best Urologist In Visakhapatnam | Apollo Hospitals,Visakhapatnam,Andhra Pradesh,Urologist,67.39
Dr Nishita'S Dhanaayu Multispeciality Ayurveda Hospital & Panchakarma Centre,Visakhapatnam,Andhra Pradesh,Ayurvedic clinic,22.92
Veterinary Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1514.93
Apollo Hospital Emergency Centre - Rushikonda,"Visakhapatnam, Endada",Andhra Pradesh,Hospital,1069.54
Central Laboratory,"6-25, maridi valley, marikavalasa rd",Pataparadesipalem,Laboratory,147.42
Apollo Hospital Emergency Centre - Yendada,"Visakhapatnam, Endada",Andhra Pradesh,Hospital,1727.57
Dr. Sridevi Matta - Best Obstetrician-Gynecologist In Visakhapatnam | Apollo Hospitals,Visakhapatnam,Andhra Pradesh,Obstetrician-gynecologist,144.1
Dr Rakesh Mds : Kundan Hospital | Best Dental Clinic In Pmpalem | Vizag | Yendada,Endada,Andhra Pradesh,Dental clinic,124.6
Department Of General Physician/ Internal Medicine | Apollo Hospitals Health City Unit,Visakhapatnam,Andhra Pradesh,Hospital,935.68
Apollo Hospital Emergency Centre - Pm Palem,"Visakhapatnam, Bakkanapalem",Andhra Pradesh,Hospital,931.45
Vizag Breast Health Centre,Potinamallayyapalem,Andhra Pradesh,Women's health clinic,222.82
Department Of Ent | Apollo Hospitals Health City Unit,Visakhapatnam,Andhra Pradesh,Hospital,1019.55
Vizag Animal Hospital & Store,Madhuravada,Andhra Pradesh,Veterinarian,149.44
Dr. Radhakanth Chunduri,apollo hospitals health city unit health city,Visakhapatnam,+91 80 6904 9772,99.24
Dr. Srinivas Singisetti - Psychiatrist Visakhapatnam,Visakhapatnam,Andhra Pradesh,Psychiatrist,55.72
Dr. Rajesh Venkat Indala - Best Neurologist In Visakhapatnam | Apollo Hospitals,Visakhapatnam,Andhra Pradesh,Neurologist,56.32
Best Pulmonologist - Dr. K. Venkateswararao,apollo hospitals health city unit health city,Visakhapatnam,+91 80 6904 9772,175.42
Joint Surgery Specialist In - Dr Naveen Palla Orthopedic Doctor In Vizag (Visakhapatnam),Visakhapatnam,Andhra Pradesh,Orthopedic surgeon,235.27
Dr Ramana Raju'S Visiontree Super Speciality Eye Care Center,Visakhapatnam,Andhra Pradesh,Hospital,1544.26
Best General Physician - Dr. Sesha Mohan ,"apollo hospitals health city arilova vizag, srl no.78p & 76, chinnadagili, arilova",Visakhapatnam,+91 80 6904 9772,67.06
Best Ent Specialist - Dr. Pradeep | 16+ Yrs Of Exp. | Visakhapatnam,Visakhapatnam,Andhra Pradesh,Otolaryngologist,196.23
Dr. Jaideep Kumar Trivedi-Consult With Best Cardiothoracic & Vascular Surgery Doctor Near Me | 13+ Yrs. Of Exp.,Visakhapatnam,Andhra Pradesh,Hospital,1380.25
Shifa Piles Hospital,Visakhapatnam,Andhra Pradesh,Hospital,863.69
Department Of Neurology | Apollo Hospitals Health City Unit,Visakhapatnam,Andhra Pradesh,Doctor,70.29
Department Of Obstetrics & Gynaecology | Apollo Hospitals Health City Unit,Visakhapatnam,Andhra Pradesh,Hospital,1296.56
Dr Anitha - Best Doctor In Visakhapatnam | Apollo Hospitals,Visakhapatnam,Andhra Pradesh,Doctor,67.42
Sri Surya Dental Hospital,Visakhapatnam,Andhra Pradesh,Hospital,578.74
Best Pulmonologist - Dr. Ravi Charan Avala | 3+ Yrs Of Exp. | Visakhapatnam,Visakhapatnam,Andhra Pradesh,Hospital,1119.95
Madhavi Natural,"Visakhapatnama, Gajuwaka",Andhra Pradesh,Hospital,1576.04
Ayu Health Hh,Anakapalli,Andhra Pradesh,Heart hospital,1952.45
Department Of Interventional Radiology,Gajuwaka,Andhra Pradesh,Hospital,1656.15
Govardana Physiotherapy Clinic,Gajuwaka,Andhra Pradesh,Hospital,507.77
Government Veterinary Hospital,Anakapalli,Andhra Pradesh,Veterinary care,178.6
Ganesh Pet Clinic,Gajuwaka,Andhra Pradesh,Veterinary care,280.86
Nayana Eye Care And Opticals,Anakapalli,Andhra Pradesh,Eye care center,99.17
Dr.Smile Dental Care,Gajuwaka,Andhra Pradesh,Dental clinic,141.55
Little Pills Homeo Clinic,Pedamadaka,Andhra Pradesh,Medical clinic,179.33
Anakapali Main Road Homi Baba Cancer Hospital,Anakapalli,Andhra Pradesh,Hospital,1216.17
Dr. Goutham Kodukula?S Psychiatry Clinic,Anakapalli,Andhra Pradesh,Psychiatrist,31.95
Dr Rama Murthy G,Anakapalli,Andhra Pradesh,Hospital,1945.87
Amma Tent Housee,Pendurti,Andhra Pradesh,Tent rental service,116.72
Paradesamma Temple,Pendurti,Andhra Pradesh,Hindu temple,204.39
Ratnagiri Nagar,Visakhapatnam,Andhra Pradesh,Hospital,1861.91
Ramana Books And Stationery,Pendurti,Andhra Pradesh,Stationery wholesaler,54.15
Varrey'S,Pendurti,Andhra Pradesh,Apartment building,185.02
Chalapaka'S House,"Visakhapatnam, Chinnamusidivada",Andhra Pradesh,Apartment building,174.49
My Home Infra...Promoters & Developers,Pendurti,Andhra Pradesh,Construction company,225.24
Kesava Saloon,Pendurti,Andhra Pradesh,Hair salon,282.9
Chanukya Nagar,Visakhapatnam,Andhra Pradesh,Hospital,1869.84
Chava Vb Home,Pendurti,Andhra Pradesh,Housing complex,77.27
Satyam Steels,Pendurti,Andhra Pradesh,Railing contractor,268.21
Padmavathi Hospital,Visakhapatnam,Andhra Pradesh,Hospital,763.68
Ayurqr Ayurveda Hospital,Visakhapatnam,Andhra Pradesh,Ayurvedic clinic,74.78
Dr Surya Prakash Clinic,Visakhapatnam,Andhra Pradesh,Hospital,1995.76
We Care Physiotherapy & Stroke Rehabilitation Hospital,Visakhapatnam,Andhra Pradesh,Physical therapy clinic,51.76
Vijaya Diagnostic Centre Seethammadhara - Pathology & Radiology Lab | Full Body Checkup,Visakhapatnam,Andhra Pradesh,Diagnostic center,168.8
Raghavendra Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1904.91
Dr. Chalapathi Rao @ Kims Hospital Seetammadhara,Visakhapatnam,Andhra Pradesh,Gastroenterologist,174.13
Medplus Nri Hospital Road Seethammadhara,Visakhapatnam,Andhra Pradesh,Medical supply store,280.03
Nri Hospital Casuality,Visakhapatnam,Andhra Pradesh,Hospital,1815.11
Dr G.Ganesh Babu'S Clinic,Visakhapatnam,Andhra Pradesh,Medical clinic,31.58
Vizag Surgicare,Visakhapatnam,Andhra Pradesh,Medical clinic,126.55
Dr. Dileep Dungala Ms(Pgimer) Mch(Aiims) Ent And Head Neck Surgeon,Visakhapatnam,Andhra Pradesh,Otolaryngologist,58.97
Tamyra Multispeciality Clinic,Visakhapatnam,Andhra Pradesh,Hospital,1974.49
Aswini Superspeciality Dental Clinic And Implant Center,"first floor, padmavathi hospitalbuilding, 50-27-16/1, nri hospital rd",Visakhapatnam,+91 70324 83816,106.83
Maharshi Physiotherapy Hospital,Visakhapatnam,Andhra Pradesh,Physical therapy clinic,99.13
Dr Anusha Kantimahanthi,Visakhapatnam,Andhra Pradesh,Obstetrician-gynecologist,90.63
Child Care Centre,Visakhapatnam,Andhra Pradesh,Hospital,1240.87
Ramya Skin Clinic,Visakhapatnam,Andhra Pradesh,Doctor,94.47
Apollo 24|7 Lab Test | Nri Vizag | Visakhapatnam,Visakhapatnam,Andhra Pradesh,Diagnostic center,261.28
Kidz Dental Clinic For Infants,161.0,"nri hospital, gurudwara rd, opposite queens, behind mohan medicals",https://kidzdentalvizag.com/,156.37
Dr. Konathala Sureendra - Consultant Chest Physician | Pulmonologits In Vizag,Visakhapatnam,Andhra Pradesh,Pulmonologist,49.1
Indlas Child Guidance Clinic I Child Psychiatrist In Visakhapatnam,266.0,"50-27-16/1, near, nri hospital rd",http://www.indlaschildwellness.com/,60.41
Bank Of India Seethammadhara Branch,Visakhapatnam,Andhra Pradesh,Bank,73.87
Dr.V. Manasa Ram,"50-27-16/1, nri hospital rd",Visakhapatnam,+91 91695 99699,153.91
Dr Vani Degala,Visakhapatnam,Andhra Pradesh,Nephrologist,73.74
Dr Ramavath Dev - Best Oncologist In Vizag - Medical & Hemato Oncology -Top Cancer Care,Visakhapatnam,Andhra Pradesh,Oncologist,88.41
Dr Ram'S Bone Clinic,"1st floor, building name-ram lakshman ,dno-50, 21-1, opposite brindavan park",Visakhapatnam,+91 73373 83345,228.89
Sarda Metals & Alloys Limited,Visakhapatnam,Andhra Pradesh,Corporate office,243.51
Dr Ajay P,Visakhapatnam,Andhra Pradesh,Doctor,61.1
4Ds Dental Clinic| Dental Specialist In Seethammadara | Best Dental Clinic In Vishakhapatnam,Visakhapatnam,Andhra Pradesh,Dentist,63.01
Vijaya Ayurveda Vaidyasala - Ayurveda Clinics In Vizag,Visakhapatnam,Andhra Pradesh,Ayurvedic clinic,26.41
Apollo Pharmacy,Visakhapatnam,Andhra Pradesh,Pharmacy,69.93
Vizag Pellipoolajada,Visakhapatnam,Andhra Pradesh,Bridal shop,272.2
Icon Physiotherapy & Laser Pain Relief Center,Visakhapatnam,Andhra Pradesh,Physical therapist,253.29
Apollo 24||7 Doctor Tele-Consult Near Me || Nri,"shop no.1, d.no.50-50-21, opp. nri hospital",Visakhapatnam,+91 80 6220 7719,169.13
The Citizen Co-Operative Society Ltd,Visakhapatnam,Andhra Pradesh,Bank,53.42
Sri Vijaya Sai Microscopic Dental Care,Visakhapatnam,Andhra Pradesh,Dental clinic,107.0
Dr. Ganesh Babu- Orthopaedics In Visakhapatnam,Visakhapatnam,Andhra Pradesh,Orthopedic surgeon,70.65
Aadhar Generic Medical'S,Visakhapatnam,Andhra Pradesh,Pharmacy,19.84
Time 4 Tea Seethammadhara,"shop no 4, vuda complex, beside nri hospital",Visakhapatnam,+91 97053 99170,117.37
Oyo Green Guest House,Visakhapatnam,Andhra Pradesh,Hotel,96.97
Bharatiya Janata Party (Bjp),Visakhapatnam,Andhra Pradesh,Political party office,100.41
Specs Galaxy,Visakhapatnam,Andhra Pradesh,Store,93.59
Revathi Vihar,Visakhapatnam,Andhra Pradesh,Apartment building,233.51
Shree'S Right Choice,Visakhapatnam,Andhra Pradesh,Clothing store,287.59
Proteindham,Visakhapatnam,Andhra Pradesh,Organic food store,111.53
Kapston Services Limited,Visakhapatnam,Andhra Pradesh,Human resource consulting,225.18
Parimis Dental,Visakhapatnam,Andhra Pradesh,Dental clinic,21.49
Sree Navodaya School And Jr College - The Best College In Vizag,Visakhapatnam,Andhra Pradesh,College,206.49
Dr. N. S. Gautam,Visakhapatnam,Andhra Pradesh,Pediatric dentist,217.05
Kvr Estates Office,Visakhapatnam,Andhra Pradesh,Construction company,46.77
Arjun Sports Shooting Academy Vizag,Visakhapatnam,Andhra Pradesh,Sports club,61.92
Saritha Infra & Geostructures,Visakhapatnam,Andhra Pradesh,General contractor,112.84
Ladies Hostel,Visakhapatnam,Andhra Pradesh,Student dormitory,139.46
Sai Simhadri Developers | Best Developer In Vizag,Visakhapatnam,Andhra Pradesh,Real estate developer,165.68
N Mark Studios - Best Photography In Vizag || Best Wedding Photography In Vizag,Visakhapatnam,Andhra Pradesh,Photography studio,271.68
Cognito Abacus - Vizag (Mvv City),Visakhapatnam,Andhra Pradesh,Education center,219.96
Rk Boys Hostel And Pg | Visakhapatnam,Visakhapatnam,Andhra Pradesh,Student dormitory,113.96
B. Ganesh Babu - Best Family Court Lawyer,Visakhapatnam,Andhra Pradesh,Attorney,61.7
Sri Srinivasa Catering Services (Pure Vegetarian),Visakhapatnam,Andhra Pradesh,Caterer,277.36
Kapston Office,Visakhapatnam,Andhra Pradesh,Corporate office,109.66
White Villa Hotel,Visakhapatnam,Andhra Pradesh,Hotel,195.95
Leaf Yoga ( Yoga Classes At Home ),Visakhapatnam,Andhra Pradesh,Yoga instructor,89.16
Navya Soudha Apartments,Visakhapatnam,Andhra Pradesh,Apartment building,66.06
Venu Royale Apartments,Visakhapatnam,Andhra Pradesh,Apartment building,71.36
Viswas Silver Palace,Visakhapatnam,Andhra Pradesh,Jeweler,231.89
Vasudha Estates,Visakhapatnam,Andhra Pradesh,Real estate agent,193.55
The Art Of Living Happiness Center,Visakhapatnam,Andhra Pradesh,Meditation instructor,142.28
Icon Facility Management Solutions,Visakhapatnam,Andhra Pradesh,Business management consultant,178.29
Balayya Sastri Layout,Visakhapatnam,Andhra Pradesh,Hospital,1206.24
Charan Group,Visakhapatnam,Andhra Pradesh,Hospital,1306.28
Dr. Nikhil & Dr.Sundari,Visakhapatnam,Andhra Pradesh,Hospital,1496.14
Santhigiri Ayurveda & Siddha Hospital,"radha krishna nagar, 49-54-15/9/1/gf, near velama bhavan",Visakhapatnam,+91 99493 70075,88.97
Sai Geetha Homoeo,Visakhapatnam,Andhra Pradesh,Hospital,871.2
Lions Multispeciality Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1632.11
Good Samaritan Hospital,"p8v6+58v, krm colony main rd",Visakhapatnam,Hospital,1809.7
Breeze Hospital,Visakhapatnam,Andhra Pradesh,Health consultant,52.1
Mk Paradise,Visakhapatnam,Andhra Pradesh,Apartment building,150.62
Sri Krishna Mandir,Visakhapatnam,Andhra Pradesh,Hindu temple,220.02
Dr Radha Rani P,Visakhapatnam,Andhra Pradesh,Doctor,17.03
Townhouse Seethammadhara Junction Formerly Vijaya Residency,Visakhapatnam,Andhra Pradesh,Guest house,182.33
Treebo Sriz Cozy Seethamadhara,Visakhapatnam,Andhra Pradesh,Hotel,46.67
Hdfc Bank,Visakhapatnam,Andhra Pradesh,Bank,177.87
Sbi Officers Association Guest House,Visakhapatnam,Andhra Pradesh,Guest house,166.48
Oxford School,Visakhapatnam,Andhra Pradesh,Educational institution,184.63
Eswar Residency,Visakhapatnam,Andhra Pradesh,Apartment building,70.46
Sri Abhaya Anjaneya Swamy Temple,Visakhapatnam,Andhra Pradesh,Hindu temple,118.59
Kidzee Play School,"50-102-14/3, opp. to lions cancer hospital",Visakhapatnam,+91 92994 04303,170.49
Sri Sai Achanta Residency,Visakhapatnam,Andhra Pradesh,Apartment building,61.38
Sri Surya Residency,50-102-9/5,Visakhapatnam,Apartment building,85.46
Vk Prime ( Ankitha'S Home ??),Visakhapatnam,Andhra Pradesh,Apartment building,187.45
Eswari Homes | Best Real Estate Company In Visakhapatnam | 2 & 3 Bhk Flats For Sale In Vizag |,Visakhapatnam,Andhra Pradesh,Real estate agency,54.55
The Presidential School,Visakhapatnam,Andhra Pradesh,CBSE school,167.8
The Dental House,Visakhapatnam,Andhra Pradesh,Dental clinic,125.13
Swarna Palace,Visakhapatnam,Andhra Pradesh,Apartment building,152.43
Revathi Hills,Visakhapatnam,Andhra Pradesh,Apartment building,168.58
Bhimavaram Ruchulu,Visakhapatnam,Andhra Pradesh,Takeout Restaurant,153.34
Sree Rama Saranam,Visakhapatnam,Andhra Pradesh,Apartment building,45.59
Basketball Court And Academy,Visakhapatnam,Andhra Pradesh,Basketball court,154.84
Swetha Shriya Nrutya Kalangan,Visakhapatnam,Andhra Pradesh,Dance company,247.87
North Extension,Visakhapatnam,Andhra Pradesh,Hospital,1584.92
Maruti Nagar,Visakhapatnam,Andhra Pradesh,Hospital,1093.92
Venu,Visakhapatnam,Andhra Pradesh,Apartment building,250.44
Sree Uma Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1618.71
Oldcare Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1367.47
Bharadwaj Hospital,Visakhapatnam,Andhra Pradesh,Hospital,567.93
Dr Sampath Kumar,Visakhapatnam,Andhra Pradesh,Doctor,41.01
Bhagavathi Clinic,Visakhapatnam,Andhra Pradesh,Hospital,595.64
Sai Mohan Clinic,Visakhapatnam,Andhra Pradesh,Hospital,1991.19
Dtdc Nri Office,Visakhapatnam,Andhra Pradesh,Courier service,282.34
Saanvi Multispeciality Dental Clinic And Implant Center,Visakhapatnam,Andhra Pradesh,Dental clinic,28.97
Dr.Priyanka Vemuri,Visakhapatnam,Andhra Pradesh,Pediatrician,113.38
Bed Patient Care Center & Old Age Home,Visakhapatnam,Andhra Pradesh,Health consultant,38.57
Dr. Bharathi Kolla Endocrinologist And Diabetologist @Kims Seethamdhara,Visakhapatnam,Andhra Pradesh,Endocrinologist,73.15
Seethammadara,Visakhapatnam,Andhra Pradesh,Hospital,1653.46
Taiyo Labs,Visakhapatnam,Andhra Pradesh,Diagnostic center,239.12
More Supermarket - Balaya Sastri Layout,Visakhapatnam,Andhra Pradesh,Supermarket,294.15
Keystone School,Visakhapatnam,Andhra Pradesh,General education school,204.39
Sathamanam Silks,Visakhapatnam,Andhra Pradesh,Saree Shop,143.5
Academy Of Life Sciences Nursing,Visakhapatnam,Andhra Pradesh,College,298.07
Canara Hsbc Life Insurance,Visakhapatnam,Andhra Pradesh,Life insurance agency,133.27
Jaya Shree Driving School,Visakhapatnam,Andhra Pradesh,Driving school,264.8
Thanishka Sarees,Visakhapatnam,Andhra Pradesh,Saree Shop,274.83
Ramesh Perumala,Visakhapatnam,Andhra Pradesh,Warehouse,131.42
Niloufer'S Hyderabad Irani Tea,Visakhapatnam,Andhra Pradesh,Coffee shop,214.34
