trip_id,source_area,park_name,park_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,peak_time,off_peak_time,nearest_landmarks,description
TRP02148,Steel Plant,Bheemili Nature Park,Bheemili,23,58 mins,Rs 195,Rs 280,Rs 375,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Bheemili Beach, Dutch Cemetery, Bheemili Bus Stop",Travel from Steel Plant to Bheemili Nature Park in Bheemili. Distance approx 23 km with low traffic. Route via major Vizag roads.
TRP02149,Steel Plant,Bheemili Palm Garden,Bheemili,21,52 mins,Rs 175,Rs 260,Rs 345,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Bheemili Beach, Dutch Cemetery, Bheemili Bus Stop",Travel from Steel Plant to Bheemili Palm Garden in Bheemili. Distance approx 21 km with low traffic. Route via major Vizag roads.
TRP02150,Steel Plant,Bheemili Urban Park,Bheemili,22,55 mins,Rs 185,Rs 270,Rs 360,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Bheemili Beach, Dutch Cemetery, Bheemili Bus Stop",Travel from Steel Plant to Bheemili Urban Park in Bheemili. Distance approx 22 km with low traffic. Route via major Vizag roads.
TRP02151,Steel Plant,Dwaraka Nagar Central Garden,Dwaraka Nagar,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Dwaraka Nagar Circle, Central Park, RTC Complex",Travel from Steel Plant to Dwaraka Nagar Central Garden in Dwaraka Nagar. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP02152,Steel Plant,Dwaraka Nagar City Park,Dwaraka Nagar,12,29 mins,Rs 105,Rs 150,Rs 220,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Dwaraka Nagar Circle, Central Park, RTC Complex",Travel from Steel Plant to Dwaraka Nagar City Park in Dwaraka Nagar. Distance approx 12 km with medium traffic. Route via major Vizag roads.
TRP02153,Steel Plant,Dwaraka Nagar Eco Park,Dwaraka Nagar,13,32 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Dwaraka Nagar Circle, Central Park, RTC Complex",Travel from Steel Plant to Dwaraka Nagar Eco Park in Dwaraka Nagar. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP02154,Steel Plant,Dwaraka Nagar Nature Park,Dwaraka Nagar,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Dwaraka Nagar Circle, Central Park, RTC Complex",Travel from Steel Plant to Dwaraka Nagar Nature Park in Dwaraka Nagar. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP02155,Steel Plant,Dwaraka Nagar Palm Park,Dwaraka Nagar,12,29 mins,Rs 105,Rs 150,Rs 220,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Dwaraka Nagar Circle, Central Park, RTC Complex",Travel from Steel Plant to Dwaraka Nagar Palm Park in Dwaraka Nagar. Distance approx 12 km with medium traffic. Route via major Vizag roads.
TRP02156,Steel Plant,Dwaraka Nagar Recreation Park,Dwaraka Nagar,13,32 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Dwaraka Nagar Circle, Central Park, RTC Complex",Travel from Steel Plant to Dwaraka Nagar Recreation Park in Dwaraka Nagar. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP02157,Steel Plant,Gajuwaka Community Park,Gajuwaka,5,13 mins,Rs 50,Rs 65,Rs 120,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Gajuwaka Junction, RINL Gate, BHPV",Travel from Steel Plant to Gajuwaka Community Park in Gajuwaka. Distance approx 5 km with medium traffic. Route via major Vizag roads.
TRP02158,Steel Plant,Gajuwaka Eco Garden,Gajuwaka,3,7 mins,Rs 35,Rs 40,Rs 95,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Gajuwaka Junction, RINL Gate, BHPV",Travel from Steel Plant to Gajuwaka Eco Garden in Gajuwaka. Distance approx 3 km with medium traffic. Route via major Vizag roads.
TRP02159,Steel Plant,Gajuwaka Family Park,Gajuwaka,4,10 mins,Rs 40,Rs 55,Rs 110,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Gajuwaka Junction, RINL Gate, BHPV",Travel from Steel Plant to Gajuwaka Family Park in Gajuwaka. Distance approx 4 km with medium traffic. Route via major Vizag roads.
TRP02160,Steel Plant,Gajuwaka Green Meadows,Gajuwaka,5,13 mins,Rs 50,Rs 65,Rs 120,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Gajuwaka Junction, RINL Gate, BHPV",Travel from Steel Plant to Gajuwaka Green Meadows in Gajuwaka. Distance approx 5 km with medium traffic. Route via major Vizag roads.
TRP02161,Steel Plant,Gajuwaka Sunrise Park,Gajuwaka,3,7 mins,Rs 35,Rs 40,Rs 95,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Gajuwaka Junction, RINL Gate, BHPV",Travel from Steel Plant to Gajuwaka Sunrise Park in Gajuwaka. Distance approx 3 km with medium traffic. Route via major Vizag roads.
TRP02162,Steel Plant,Gajuwaka Urban Forest Park,Gajuwaka,4,10 mins,Rs 40,Rs 55,Rs 110,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Gajuwaka Junction, RINL Gate, BHPV",Travel from Steel Plant to Gajuwaka Urban Forest Park in Gajuwaka. Distance approx 4 km with medium traffic. Route via major Vizag roads.
TRP02163,Steel Plant,Kurmannapalem Central Park,Kurmannapalem,20,51 mins,Rs 170,Rs 245,Rs 330,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Kurmannapalem Bus Stop, Kommadi Circle",Travel from Steel Plant to Kurmannapalem Central Park in Kurmannapalem. Distance approx 20 km with medium traffic. Route via major Vizag roads.
TRP02164,Steel Plant,Kurmannapalem Eco Garden,Kurmannapalem,18,45 mins,Rs 155,Rs 220,Rs 305,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Kurmannapalem Bus Stop, Kommadi Circle",Travel from Steel Plant to Kurmannapalem Eco Garden in Kurmannapalem. Distance approx 18 km with medium traffic. Route via major Vizag roads.
TRP02165,Steel Plant,Kurmannapalem Family Park,Kurmannapalem,19,48 mins,Rs 160,Rs 235,Rs 320,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Kurmannapalem Bus Stop, Kommadi Circle",Travel from Steel Plant to Kurmannapalem Family Park in Kurmannapalem. Distance approx 19 km with medium traffic. Route via major Vizag roads.
TRP02166,Steel Plant,Kurmannapalem Green Park,Kurmannapalem,20,51 mins,Rs 170,Rs 245,Rs 330,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Kurmannapalem Bus Stop, Kommadi Circle",Travel from Steel Plant to Kurmannapalem Green Park in Kurmannapalem. Distance approx 20 km with medium traffic. Route via major Vizag roads.
TRP02167,Steel Plant,Kurmannapalem Lake Park,Kurmannapalem,18,45 mins,Rs 155,Rs 220,Rs 305,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Kurmannapalem Bus Stop, Kommadi Circle",Travel from Steel Plant to Kurmannapalem Lake Park in Kurmannapalem. Distance approx 18 km with medium traffic. Route via major Vizag roads.
TRP02168,Steel Plant,Lawsons Bay Coastal Garden,Lawsons Bay,15,38 mins,Rs 130,Rs 185,Rs 260,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Lawson's Bay Colony Beach, Vizag Naval Base",Travel from Steel Plant to Lawsons Bay Coastal Garden in Lawsons Bay. Distance approx 15 km with medium traffic. Route via major Vizag roads.
TRP02169,Steel Plant,Lawsons Bay Family Park,Lawsons Bay,16,41 mins,Rs 135,Rs 200,Rs 275,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Lawson's Bay Colony Beach, Vizag Naval Base",Travel from Steel Plant to Lawsons Bay Family Park in Lawsons Bay. Distance approx 16 km with medium traffic. Route via major Vizag roads.
TRP02170,Steel Plant,Lawsons Bay Nature Park,Lawsons Bay,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Lawson's Bay Colony Beach, Vizag Naval Base",Travel from Steel Plant to Lawsons Bay Nature Park in Lawsons Bay. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP02171,Steel Plant,Lawsons Bay Park,Lawsons Bay,15,38 mins,Rs 130,Rs 185,Rs 260,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Lawson's Bay Colony Beach, Vizag Naval Base",Travel from Steel Plant to Lawsons Bay Park in Lawsons Bay. Distance approx 15 km with medium traffic. Route via major Vizag roads.
TRP02172,Steel Plant,Lawsons Bay Public Park,Lawsons Bay,16,41 mins,Rs 135,Rs 200,Rs 275,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Lawson's Bay Colony Beach, Vizag Naval Base",Travel from Steel Plant to Lawsons Bay Public Park in Lawsons Bay. Distance approx 16 km with medium traffic. Route via major Vizag roads.
TRP02173,Steel Plant,Lawsons Bay Sunrise Park,Lawsons Bay,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Lawson's Bay Colony Beach, Vizag Naval Base",Travel from Steel Plant to Lawsons Bay Sunrise Park in Lawsons Bay. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP02174,Steel Plant,MVP Botanical Park,MVP Colony,13,32 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","MVP Water Tank, MVP Market, Rythu Bazaar",Travel from Steel Plant to MVP Botanical Park in MVP Colony. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP02175,Steel Plant,MVP Colony Community Park,MVP Colony,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","MVP Water Tank, MVP Market, Rythu Bazaar",Travel from Steel Plant to MVP Colony Community Park in MVP Colony. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP02176,Steel Plant,MVP Eco Park,MVP Colony,12,29 mins,Rs 105,Rs 150,Rs 220,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","MVP Water Tank, MVP Market, Rythu Bazaar",Travel from Steel Plant to MVP Eco Park in MVP Colony. Distance approx 12 km with medium traffic. Route via major Vizag roads.
TRP02177,Steel Plant,MVP Green Meadows Park,MVP Colony,13,32 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","MVP Water Tank, MVP Market, Rythu Bazaar",Travel from Steel Plant to MVP Green Meadows Park in MVP Colony. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP02178,Steel Plant,MVP Palm Garden,MVP Colony,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","MVP Water Tank, MVP Market, Rythu Bazaar",Travel from Steel Plant to MVP Palm Garden in MVP Colony. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP02179,Steel Plant,MVP Sunrise Park,MVP Colony,12,29 mins,Rs 105,Rs 150,Rs 220,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","MVP Water Tank, MVP Market, Rythu Bazaar",Travel from Steel Plant to MVP Sunrise Park in MVP Colony. Distance approx 12 km with medium traffic. Route via major Vizag roads.
TRP02180,Steel Plant,Madhurawada Botanical Park,Madhurawada,19,48 mins,Rs 160,Rs 235,Rs 320,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Madhurawada Junction, DLF Cybercity, Infosys Campus",Travel from Steel Plant to Madhurawada Botanical Park in Madhurawada. Distance approx 19 km with medium traffic. Route via major Vizag roads.
TRP02181,Steel Plant,Madhurawada Central Park,Madhurawada,20,51 mins,Rs 170,Rs 245,Rs 330,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Madhurawada Junction, DLF Cybercity, Infosys Campus",Travel from Steel Plant to Madhurawada Central Park in Madhurawada. Distance approx 20 km with medium traffic. Route via major Vizag roads.
TRP02182,Steel Plant,Madhurawada Children Park,Madhurawada,18,45 mins,Rs 155,Rs 220,Rs 305,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Madhurawada Junction, DLF Cybercity, Infosys Campus",Travel from Steel Plant to Madhurawada Children Park in Madhurawada. Distance approx 18 km with medium traffic. Route via major Vizag roads.
TRP02183,Steel Plant,Madhurawada Hill Park,Madhurawada,19,48 mins,Rs 160,Rs 235,Rs 320,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Madhurawada Junction, DLF Cybercity, Infosys Campus",Travel from Steel Plant to Madhurawada Hill Park in Madhurawada. Distance approx 19 km with medium traffic. Route via major Vizag roads.
TRP02184,Steel Plant,Madhurawada Sunrise Garden,Madhurawada,20,51 mins,Rs 170,Rs 245,Rs 330,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Madhurawada Junction, DLF Cybercity, Infosys Campus",Travel from Steel Plant to Madhurawada Sunrise Garden in Madhurawada. Distance approx 20 km with medium traffic. Route via major Vizag roads.
TRP02185,Steel Plant,Madhurawada Urban Park,Madhurawada,18,45 mins,Rs 155,Rs 220,Rs 305,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Madhurawada Junction, DLF Cybercity, Infosys Campus",Travel from Steel Plant to Madhurawada Urban Park in Madhurawada. Distance approx 18 km with medium traffic. Route via major Vizag roads.
TRP02186,Steel Plant,PM Palem Eco Valley,PM Palem,19,48 mins,Rs 160,Rs 235,Rs 320,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from Steel Plant to PM Palem Eco Valley in PM Palem. Distance approx 19 km with medium traffic. Route via major Vizag roads.
TRP02187,Steel Plant,PM Palem Green Valley Park,PM Palem,20,51 mins,Rs 170,Rs 245,Rs 330,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from Steel Plant to PM Palem Green Valley Park in PM Palem. Distance approx 20 km with medium traffic. Route via major Vizag roads.
TRP02188,Steel Plant,PM Palem Heritage Park,PM Palem,18,45 mins,Rs 155,Rs 220,Rs 305,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from Steel Plant to PM Palem Heritage Park in PM Palem. Distance approx 18 km with medium traffic. Route via major Vizag roads.
TRP02189,Steel Plant,PM Palem Lake View Park,PM Palem,19,48 mins,Rs 160,Rs 235,Rs 320,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from Steel Plant to PM Palem Lake View Park in PM Palem. Distance approx 19 km with medium traffic. Route via major Vizag roads.
TRP02190,Steel Plant,PM Palem Nature Park,PM Palem,20,51 mins,Rs 170,Rs 245,Rs 330,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from Steel Plant to PM Palem Nature Park in PM Palem. Distance approx 20 km with medium traffic. Route via major Vizag roads.
TRP02191,Steel Plant,PM Palem Public Park,PM Palem,18,45 mins,Rs 155,Rs 220,Rs 305,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from Steel Plant to PM Palem Public Park in PM Palem. Distance approx 18 km with medium traffic. Route via major Vizag roads.
TRP02192,Steel Plant,Rushikonda Bay Park,Rushikonda,22,55 mins,Rs 185,Rs 270,Rs 360,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from Steel Plant to Rushikonda Bay Park in Rushikonda. Distance approx 22 km with low traffic. Route via major Vizag roads.
TRP02193,Steel Plant,Rushikonda Beach Park,Rushikonda,23,58 mins,Rs 195,Rs 280,Rs 375,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from Steel Plant to Rushikonda Beach Park in Rushikonda. Distance approx 23 km with low traffic. Route via major Vizag roads.
TRP02194,Steel Plant,Rushikonda Green Garden,Rushikonda,21,52 mins,Rs 175,Rs 260,Rs 345,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from Steel Plant to Rushikonda Green Garden in Rushikonda. Distance approx 21 km with low traffic. Route via major Vizag roads.
TRP02195,Steel Plant,Rushikonda Hill Garden,Rushikonda,22,55 mins,Rs 185,Rs 270,Rs 360,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from Steel Plant to Rushikonda Hill Garden in Rushikonda. Distance approx 22 km with low traffic. Route via major Vizag roads.
TRP02196,Steel Plant,Rushikonda Ocean Park,Rushikonda,23,58 mins,Rs 195,Rs 280,Rs 375,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from Steel Plant to Rushikonda Ocean Park in Rushikonda. Distance approx 23 km with low traffic. Route via major Vizag roads.
TRP02197,Steel Plant,Rushikonda Palm Park,Rushikonda,21,52 mins,Rs 175,Rs 260,Rs 345,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from Steel Plant to Rushikonda Palm Park in Rushikonda. Distance approx 21 km with low traffic. Route via major Vizag roads.
TRP02198,Steel Plant,Seaside Green Park,Visakhapatnam,15,38 mins,Rs 130,Rs 185,Rs 260,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Visakhapatnam City Center, GVMC Office",Travel from Steel Plant to Seaside Green Park in Visakhapatnam. Distance approx 15 km with medium traffic. Route via major Vizag roads.
TRP02199,Steel Plant,Seethammadhara Botanical Garden,Seethammadhara,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from Steel Plant to Seethammadhara Botanical Garden in Seethammadhara. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP02200,Steel Plant,Seethammadhara Eco Garden,Seethammadhara,12,29 mins,Rs 105,Rs 150,Rs 220,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from Steel Plant to Seethammadhara Eco Garden in Seethammadhara. Distance approx 12 km with medium traffic. Route via major Vizag roads.
TRP02201,Steel Plant,Seethammadhara Family Park,Seethammadhara,13,32 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from Steel Plant to Seethammadhara Family Park in Seethammadhara. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP02202,Steel Plant,Seethammadhara Lake View Park,Seethammadhara,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from Steel Plant to Seethammadhara Lake View Park in Seethammadhara. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP02203,Steel Plant,Seethammadhara Sunrise Park,Seethammadhara,12,29 mins,Rs 105,Rs 150,Rs 220,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from Steel Plant to Seethammadhara Sunrise Park in Seethammadhara. Distance approx 12 km with medium traffic. Route via major Vizag roads.
TRP02204,Steel Plant,Seethammadhara Valley Garden,Seethammadhara,13,32 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from Steel Plant to Seethammadhara Valley Garden in Seethammadhara. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP02205,Steel Plant,Simhachalam Eco Park,Simhachalam,23,58 mins,Rs 195,Rs 280,Rs 375,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Steel Plant to Simhachalam Eco Park in Simhachalam. Distance approx 23 km with low traffic. Route via major Vizag roads.
TRP02206,Steel Plant,Simhachalam Green Valley,Simhachalam,21,52 mins,Rs 175,Rs 260,Rs 345,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Steel Plant to Simhachalam Green Valley in Simhachalam. Distance approx 21 km with low traffic. Route via major Vizag roads.
TRP02207,Steel Plant,Simhachalam Heritage Garden,Simhachalam,22,55 mins,Rs 185,Rs 270,Rs 360,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Steel Plant to Simhachalam Heritage Garden in Simhachalam. Distance approx 22 km with low traffic. Route via major Vizag roads.
TRP02208,Steel Plant,Simhachalam Hill Park,Simhachalam,23,58 mins,Rs 195,Rs 280,Rs 375,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Steel Plant to Simhachalam Hill Park in Simhachalam. Distance approx 23 km with low traffic. Route via major Vizag roads.
TRP02209,Steel Plant,Simhachalam Nature Valley,Simhachalam,21,52 mins,Rs 175,Rs 260,Rs 345,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Steel Plant to Simhachalam Nature Valley in Simhachalam. Distance approx 21 km with low traffic. Route via major Vizag roads.
