route_id,source_area,park_name,park_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,tourist_friendly,description
VSK-1442,Seethammadhara,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,205,City Ordinary,Seethammadhara MVP Colony Maddilapalem Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 205 from Seethammadhara to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1443,Siripuram,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,Siripuram Jagadamba RK Beach Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Siripuram to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1444,Steel Plant,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,Steel Plant NAD Junction Jagadamba Siripuram Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Steel Plant to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1445,Airport,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,410,City Ordinary,Airport Kommadi Madhurawada MVP Colony Dwaraka Nagar,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 410 from Airport to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1446,Arilova,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,Arilova Gajuwaka Steel Plant NAD Junction Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Arilova to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1447,Asilmetta,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,505,City Ordinary,Asilmetta Dwaraka Nagar RTC Complex Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 505 from Asilmetta to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1448,Auto Nagar,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,Auto Nagar Gajuwaka Steel Plant NAD Junction Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Auto Nagar to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1449,Beach Road,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,Beach Road RK Beach Jagadamba Siripuram Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Beach Road to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1450,Dwaraka Nagar,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,503,City Ordinary,Dwaraka Nagar RTC Complex Jagadamba Siripuram Dwaraka Nagar,3,10 mins,8,0530,2200,20,0.2,Yes,"Take APSRTC bus 503 from Dwaraka Nagar to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1451,Gajuwaka,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,Gajuwaka Junction Steel Plant NAD Junction Jagadamba Siripuram Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Gajuwaka to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1452,Gopalapatnam,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,410,City Ordinary,Gopalapatnam Kommadi Madhurawada MVP Colony Dwaraka Nagar,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 410 from Gopalapatnam to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1453,Hanumanthuwaka,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,Hanumanthuwaka Gajuwaka NAD Junction Jagadamba Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Hanumanthuwaka to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1454,Jagadamba,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,Jagadamba Siripuram RK Beach Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Jagadamba to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1455,Kailasagiri,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500E,Express,Kailasagiri Lawsons Bay RK Beach Jagadamba Dwaraka Nagar,10,30 mins,15,0600,2100,25,0.2,Yes,"Take APSRTC bus 500E from Kailasagiri to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1456,Kommadi,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,401,City Ordinary,Kommadi Junction Madhurawada MVP Colony Seethammadhara Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 401 from Kommadi to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1457,Kurmannapalem,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,106,City Ordinary,Kurmannapalem Gopalapatnam Kommadi Madhurawada Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 106 from Kurmannapalem to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1458,Lawsons Bay,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,Lawsons Bay Kailasagiri RK Beach Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Lawsons Bay to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1459,MVP Colony,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,202,City Ordinary,MVP Colony Seethammadhara Maddilapalem Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 202 from MVP Colony to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1460,Maddilapalem,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,203,City Ordinary,Maddilapalem Seethammadhara MVP Colony Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 203 from Maddilapalem to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1461,Madhurawada,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,300,City Ordinary,Madhurawada PM Palem MVP Colony Seethammadhara Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 300 from Madhurawada to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1462,NAD Junction,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,NAD Junction Jagadamba Siripuram RK Beach Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 400 from NAD Junction to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1463,One Town,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,60,City Ordinary,One Town RTC Complex Dwaraka Nagar Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 60 from One Town to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1464,PM Palem,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,301,City Ordinary,PM Palem Madhurawada Seethammadhara MVP Colony Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 301 from PM Palem to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1465,Pendurthi,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,104,City Ordinary,Pendurthi Gopalapatnam Kommadi Madhurawada Dwaraka Nagar,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 104 from Pendurthi to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1466,Poorna Market,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,60,City Ordinary,Poorna Market Jagadamba Siripuram RK Beach Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 60 from Poorna Market to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1467,RK Beach,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,RK Beach Jagadamba Siripuram Dwaraka Nagar Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from RK Beach to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1468,RTC Complex,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,RTC Complex Dwaraka Nagar Jagadamba Siripuram Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from RTC Complex to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1469,Railway Station,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,60,City Ordinary,Railway Station RTC Complex Dwaraka Nagar Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 60 from Railway Station to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1470,Rushikonda,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,300,City Ordinary,Rushikonda Madhurawada MVP Colony Seethammadhara Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 300 from Rushikonda to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1471,Scindia,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,300,City Ordinary,Scindia Madhurawada PM Palem MVP Colony Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 300 from Scindia to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1472,Seethammadhara,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,205,City Ordinary,Seethammadhara MVP Colony Maddilapalem Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 205 from Seethammadhara to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1473,Siripuram,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,Siripuram Jagadamba RK Beach Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Siripuram to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1474,Steel Plant,Dwaraka Nagar Nature Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,Steel Plant NAD Junction Jagadamba Siripuram Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Steel Plant to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Nature Park in Dwaraka Nagar."
VSK-1475,Airport,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,410,City Ordinary,Airport Kommadi Madhurawada MVP Colony Dwaraka Nagar,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 410 from Airport to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1476,Arilova,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,Arilova Gajuwaka Steel Plant NAD Junction Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Arilova to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1477,Asilmetta,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,505,City Ordinary,Asilmetta Dwaraka Nagar RTC Complex Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 505 from Asilmetta to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1478,Auto Nagar,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,Auto Nagar Gajuwaka Steel Plant NAD Junction Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Auto Nagar to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1479,Beach Road,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,Beach Road RK Beach Jagadamba Siripuram Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Beach Road to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1480,Dwaraka Nagar,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,503,City Ordinary,Dwaraka Nagar RTC Complex Jagadamba Siripuram Dwaraka Nagar,3,10 mins,8,0530,2200,20,0.2,Yes,"Take APSRTC bus 503 from Dwaraka Nagar to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1481,Gajuwaka,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,Gajuwaka Junction Steel Plant NAD Junction Jagadamba Siripuram Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Gajuwaka to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1482,Gopalapatnam,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,410,City Ordinary,Gopalapatnam Kommadi Madhurawada MVP Colony Dwaraka Nagar,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 410 from Gopalapatnam to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1483,Hanumanthuwaka,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,Hanumanthuwaka Gajuwaka NAD Junction Jagadamba Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Hanumanthuwaka to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1484,Jagadamba,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,Jagadamba Siripuram RK Beach Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Jagadamba to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1485,Kailasagiri,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500E,Express,Kailasagiri Lawsons Bay RK Beach Jagadamba Dwaraka Nagar,10,30 mins,15,0600,2100,25,0.2,Yes,"Take APSRTC bus 500E from Kailasagiri to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1486,Kommadi,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,401,City Ordinary,Kommadi Junction Madhurawada MVP Colony Seethammadhara Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 401 from Kommadi to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1487,Kurmannapalem,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,106,City Ordinary,Kurmannapalem Gopalapatnam Kommadi Madhurawada Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 106 from Kurmannapalem to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1488,Lawsons Bay,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,Lawsons Bay Kailasagiri RK Beach Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Lawsons Bay to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1489,MVP Colony,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,202,City Ordinary,MVP Colony Seethammadhara Maddilapalem Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 202 from MVP Colony to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1490,Maddilapalem,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,203,City Ordinary,Maddilapalem Seethammadhara MVP Colony Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 203 from Maddilapalem to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1491,Madhurawada,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,300,City Ordinary,Madhurawada PM Palem MVP Colony Seethammadhara Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 300 from Madhurawada to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1492,NAD Junction,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,NAD Junction Jagadamba Siripuram RK Beach Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 400 from NAD Junction to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1493,One Town,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,60,City Ordinary,One Town RTC Complex Dwaraka Nagar Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 60 from One Town to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1494,PM Palem,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,301,City Ordinary,PM Palem Madhurawada Seethammadhara MVP Colony Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 301 from PM Palem to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1495,Pendurthi,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,104,City Ordinary,Pendurthi Gopalapatnam Kommadi Madhurawada Dwaraka Nagar,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 104 from Pendurthi to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1496,Poorna Market,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,60,City Ordinary,Poorna Market Jagadamba Siripuram RK Beach Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 60 from Poorna Market to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1497,RK Beach,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,RK Beach Jagadamba Siripuram Dwaraka Nagar Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from RK Beach to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1498,RTC Complex,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,RTC Complex Dwaraka Nagar Jagadamba Siripuram Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from RTC Complex to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1499,Railway Station,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,60,City Ordinary,Railway Station RTC Complex Dwaraka Nagar Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 60 from Railway Station to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1500,Rushikonda,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,300,City Ordinary,Rushikonda Madhurawada MVP Colony Seethammadhara Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 300 from Rushikonda to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1501,Scindia,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,300,City Ordinary,Scindia Madhurawada PM Palem MVP Colony Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 300 from Scindia to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1502,Seethammadhara,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,205,City Ordinary,Seethammadhara MVP Colony Maddilapalem Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 205 from Seethammadhara to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1503,Siripuram,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,Siripuram Jagadamba RK Beach Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Siripuram to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1504,Steel Plant,Dwaraka Nagar Palm Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,Steel Plant NAD Junction Jagadamba Siripuram Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Steel Plant to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Palm Park in Dwaraka Nagar."
VSK-1505,Airport,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,410,City Ordinary,Airport Kommadi Madhurawada MVP Colony Dwaraka Nagar,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 410 from Airport to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Recreation Park in Dwaraka Nagar."
VSK-1506,Arilova,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,Arilova Gajuwaka Steel Plant NAD Junction Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Arilova to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Recreation Park in Dwaraka Nagar."
VSK-1507,Asilmetta,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,505,City Ordinary,Asilmetta Dwaraka Nagar RTC Complex Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 505 from Asilmetta to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Recreation Park in Dwaraka Nagar."
VSK-1508,Auto Nagar,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,Auto Nagar Gajuwaka Steel Plant NAD Junction Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Auto Nagar to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Recreation Park in Dwaraka Nagar."
VSK-1509,Beach Road,Dwaraka Nagar Recreation Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,Beach Road RK Beach Jagadamba Siripuram Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Beach Road to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Recreation Park in Dwaraka Nagar."
