title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,url,categoryName,openingTime,closingTime,timingDetails,darshanFee,specialDarshanFee,entryDetails,expectedBudget,mainGod,speciality,dressCode,bestTimeToVisit,prasadamAvailable,festivalsCelebrated,parkingAvailability,photographyAllowed,crowdLevel,nearbyAttractions,googleMapsUrl,verificationStatus
Bramarambika Mallikarjuna Swamy Temple,4.3,12.0,P8H5+7HH,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Bramarambika%20Mallikarjuna%20Swamy%20Temple&query_place_id=ChIJYX3E5ztDOToR92HKo0Ljars,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Rama,Traditional Rama temple with daily Ramayana recitation,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Rama Navami, Vaikunta Ekadasi, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Bramarambika%20Mallikarjuna%20Swamy%20Temple%20Visakhapatnam,Timing needs local confirmation
SHANTINATH JAIN TEMPLE VIZAG,5.0,12.0,"AMBA NIVAS, 9-13-45/3/6, VIP Rd, behind PANTLOONS SHOWROOM",Visakhapatnam,Andhra Pradesh,IN,,,Jain temple,,,https://www.google.com/maps/search/?api=1&query=SHANTINATH%20JAIN%20TEMPLE%20VIZAG&query_place_id=ChIJMWNfaEdDOToRZJfJ_b-ZkCE,Jain temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,N/A,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Jain Tirthankara,Peaceful Jain temple following non-violence principles,Modest clothing; white preferred,"Early morning, Fridays, during major festivals",Seasonal prasadam only,"Paryushana Parva, Mahavir Jayanti, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=SHANTINATH%20JAIN%20TEMPLE%20VIZAG%20Visakhapatnam,Timing needs local confirmation
Sri Sri Sri Parvathi Eshwaralayam,4.6,27.0,P8M6+M7V,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sri%20Sri%20Sri%20Parvathi%20Eshwaralayam&query_place_id=ChIJNzaYPzdDOToR7P7rbLm99WQ,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Shiva,Popular Shiva temple with regular abhishekam poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Maha Shivaratri, Mondays, Karthika Masam",Available,"Maha Shivaratri, Karthika Masam, Navaratri",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Sri%20Sri%20Sri%20Parvathi%20Eshwaralayam%20Visakhapatnam,Timing needs local confirmation
Sri Sadguru Brahma Ramadootha Hanuman Temple,4.8,5.0,"P8H3+QRQ, behind B.V.K. College",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sri%20Sadguru%20Brahma%20Ramadootha%20Hanuman%20Temple&query_place_id=ChIJVQQZU9RDOToRZ3jI0hbP_Ao,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Rama,Popular Hanuman temple; heavy footfall on Tuesdays,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Rama Navami, Vaikunta Ekadasi, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Sri%20Sadguru%20Brahma%20Ramadootha%20Hanuman%20Temple%20Visakhapatnam,Timing needs local confirmation
Shree Kanakadurga Ammavari Temple,4.0,2.0,"P8H6+6VF, Rama Talkies Rd",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Shree%20Kanakadurga%20Ammavari%20Temple&query_place_id=ChIJh6eMW8lDOToRuUQ35W-Tqmo,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Goddess Durga,Powerful Durga temple especially active during Navaratri,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Fridays, Navaratri, early morning",Available,"Navaratri, Dasara, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Shree%20Kanakadurga%20Ammavari%20Temple%20Visakhapatnam,Timing needs local confirmation
Shirdi Sai Baba Temple,4.0,26.0,"P8H8+WQV, New Resapuvanipalem Rd",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Shirdi%20Sai%20Baba%20Temple&query_place_id=ChIJe8iVB0dDOToRqZNbvowdIZw,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Shirdi Sai Baba,Devotional Sai Baba temple with regular bhajans,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Thursdays, Guru Pournami, early morning",Available – udi (holy ash) prasadam; sweet prasadam,"Guru Pournami, Datta Jayanti, Ram Navami, Shirdi Urs",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Shirdi%20Sai%20Baba%20Temple%20Visakhapatnam,Timing needs local confirmation
RadhaKrishna temple prasad pan shop,4.5,12.0,P8M5+JHH,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=RadhaKrishna%20temple%20prasad%20pan%20shop&query_place_id=ChIJja-bhZtDOToRg8k4tRwed58,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Krishna and Radha,Serene Krishna temple with daily bhajans and kirtans,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Janmashtami, Ekadasi, early morning",Available,"Janmashtami, Radhashtami, Holi, Ekadasi",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=RadhaKrishna%20temple%20prasad%20pan%20shop%20Visakhapatnam,Timing needs local confirmation
"Utkal Sanskrutika Samaj, ( Puri Jaganath Swamy)",4.6,139.0,"P898+8Q8, Oota Gadda Rd",Visakhapatnam,Andhra Pradesh,IN,http://www.utkalsanskrutikasamaj.com/,+91 89125 28818,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Utkal%20Sanskrutika%20Samaj%2C%20(%20Puri%20Jaganath%20Swamy)&query_place_id=ChIJt4lN_WpDOToR8bKDi1ao-DI,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Presiding deity of the temple,Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Utkal%20Sanskrutika%20Samaj%2C%20%28%20Puri%20Jaganath%20Swamy%29%20Visakhapatnam,Timing needs local confirmation
"Sri Sri Sri kankamma, Bhulokamba, pydimamba temples",4.0,1.0,"P8M6+G74 Seethammapeta, Seethammapeta Main Rd",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sri%20Sri%20Sri%20kankamma%2C%20Bhulokamba%2C%20pydimamba%20temples&query_place_id=ChIJS5RFDwBDOToR8Zu-LebuK4g,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Goddess (Ammavari Devi),Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Sri%20Sri%20Sri%20kankamma%2C%20Bhulokamba%2C%20pydimamba%20temples%20Visakhapatnam,Timing needs local confirmation
Ganesh Temple,4.1,7.0,P8G8+W5C,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Ganesh%20Temple&query_place_id=ChIJg5n5UUdDOToRpE9ZglyGSSE,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Ganesha (Vinayaka),Popular Ganesh temple; especially crowded on Vinayaka Chaturthi,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Tuesdays, Vinayaka Chaturthi, early morning",Available,"Vinayaka Chaturthi, Sankashti Chaturthi, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Ganesh%20Temple%20Visakhapatnam,Timing needs local confirmation
Vishwanath temple vizag,,,P8H6+WVF,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Vishwanath%20temple%20vizag&query_place_id=ChIJwTsa4-FDOToRQoaIe_dymK8,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Presiding deity of the temple,Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Vishwanath%20temple%20vizag%20Visakhapatnam,Timing needs local confirmation
Sri Sri Sri Kanaka Durgamma Aalayam,5.0,1.0,"P8J6+G7Q, BTR COLONY",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sri%20Sri%20Sri%20Kanaka%20Durgamma%20Aalayam&query_place_id=ChIJu1PQnYxDOToROp-kNzvZoYE,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Goddess Durga,Powerful Durga temple especially active during Navaratri,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Fridays, Navaratri, early morning",Available,"Navaratri, Dasara, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Sri%20Sri%20Sri%20Kanaka%20Durgamma%20Aalayam%20Visakhapatnam,Timing needs local confirmation
Kites Junior College,4.6,821.0,"50-93-23, Sai Baba Temple St, near Gurudwara Junction",Visakhapatnam,Andhra Pradesh,IN,http://www.kitesca.com/,+91 81254 42244,Junior college,Coaching center,Educational institution,https://www.google.com/maps/search/?api=1&query=Kites%20Junior%20College&query_place_id=ChIJYUOHsTFDOToR9KDXqZ1pFMg,Junior college,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Presiding deity of the temple,Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Medium; High during festivals,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Kites%20Junior%20College%20Visakhapatnam,Estimated local temple details
Sri Sri Sri Shiridi Sainadh Alayam,4.3,7.0,"P8M5+J2Q, Sri Shiridi Sainadh Vedhi",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sri%20Sri%20Sri%20Shiridi%20Sainadh%20Alayam&query_place_id=ChIJqa1c7TBDOToRMBLy9acTgoY,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Shirdi Sai Baba,Devotional Sai Baba temple with regular bhajans,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Thursdays, Guru Pournami, early morning",Available – udi (holy ash) prasadam; sweet prasadam,"Guru Pournami, Datta Jayanti, Ram Navami, Shirdi Urs",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Sri%20Sri%20Sri%20Shiridi%20Sainadh%20Alayam%20Visakhapatnam,Timing needs local confirmation
"Ramakrishna Mission Ashrama, Vizag",4.7,571.0,"7-8-25, RK Beach Rd",Visakhapatnam,Andhra Pradesh,IN,http://visakhapatnam.rkmm.org/,+91 891 355 1477,Ashram,Religious organization,,https://www.google.com/maps/search/?api=1&query=Ramakrishna%20Mission%20Ashrama%2C%20Vizag&query_place_id=ChIJVb3_37FpOToRMehjRxaXAXU,Ashram,05:30 AM,08:30 PM,"05:30 AM - 12:00 PM, 04:00 PM - 08:30 PM | Swami Vivekananda birthday special events",Free,N/A,Free; bookshop and library open to public,₹50 - ₹200 per person,"Sri Ramakrishna Paramahamsa, Sri Sarada Devi, Swami Vivekananda",Branch of the Ramakrishna Mission; peaceful ashram on RK Beach; vedantic discourses and cultural programs,Modest attire required,"Vivekananda Jayanti (Jan 12), Durga Puja",Available during festivals,"Vivekananda Jayanti, Ramakrishna Jayanti, Durga Puja",Available on beach road,Allowed outside; restricted in prayer hall,Low to Medium; crowded during Durga Puja,"RK Beach (50 m), Submarine Museum (1 km), Kailasagiri (5 km)",https://www.google.com/maps/search/?api=1&query=Ramakrishna+Mission+Ashrama+Visakhapatnam,Verified major temple details
"Dutt Ganapathi Temple , siripuram",5.0,2.0,"10-1-47, Karakachettu Rd",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Dutt%20Ganapathi%20Temple%20%2C%20siripuram&query_place_id=ChIJEUwrjy1DOToRA1p5cv1oYXo,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Ganesha (Vinayaka),Popular Ganesh temple; especially crowded on Vinayaka Chaturthi,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Tuesdays, Vinayaka Chaturthi, early morning",Available,"Vinayaka Chaturthi, Sankashti Chaturthi, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Dutt%20Ganapathi%20Temple%20%2C%20siripuram%20Visakhapatnam,Timing needs local confirmation
Vizag Square,4.2,109.0,"Dutt Island, 5, Waltair Main Rd",Visakhapatnam,Andhra Pradesh,IN,,,Plaza,,,https://www.google.com/maps/search/?api=1&query=Vizag%20Square&query_place_id=ChIJjc9jFt1DOToR3lgH4XNgeXc,Plaza,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Presiding deity of the temple,Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Waltair Club, RK Beach (2 km), Andhra University",https://www.google.com/maps/search/?api=1&query=Vizag%20Square%20Visakhapatnam,Timing needs local confirmation
Shridi Sai Temple,4.4,8.0,P898+8HC,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Shridi%20Sai%20Temple&query_place_id=ChIJEesH4WpDOToRBWEJv0V5m7g,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Presiding deity of the temple,Devotional Sai Baba temple with regular bhajans,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available – udi (holy ash) prasadam; sweet prasadam,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Shridi%20Sai%20Temple%20Visakhapatnam,Timing needs local confirmation
