trip_id,source_area,cafe_name,cafe_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,peak_time,off_peak_time,nearest_landmarks,description
TRP03028,Arilova,Araku Hill Coffee VIP Road,MVP Colony,9.5,20-25 mins,â‚¹85,â‚¹120,â‚¹155,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from Arilova to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 9.5 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03029,Beach Road,Araku Hill Coffee VIP Road,MVP Colony,4,13-18 mins,â‚¹40,â‚¹55,â‚¹80,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from Beach Road to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 4.0 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03030,Kailasagiri,Araku Hill Coffee VIP Road,MVP Colony,6.6,14-19 mins,â‚¹60,â‚¹85,â‚¹115,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from Kailasagiri to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 6.6 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03031,Gajuwaka,Bean Board - VIP Road,MVP Colony,17.7,38-43 mins,â‚¹150,â‚¹220,â‚¹270,Low-Moderate,Cab,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from Gajuwaka to Bean Board - VIP Road in MVP Colony. Road distance approx 17.7 km with low-moderate traffic. Cab recommended for this route in Visakhapatnam.
TRP03032,Kommadi,Bean Board - VIP Road,MVP Colony,10.2,22-27 mins,â‚¹90,â‚¹130,â‚¹165,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from Kommadi to Bean Board - VIP Road in MVP Colony. Road distance approx 10.2 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03033,Madhurawada,Bean Board - VIP Road,MVP Colony,8.3,18-23 mins,â‚¹75,â‚¹105,â‚¹140,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from Madhurawada to Bean Board - VIP Road in MVP Colony. Road distance approx 8.3 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03034,PM Palem,Bean Board - VIP Road,MVP Colony,5.6,12-17 mins,â‚¹55,â‚¹75,â‚¹100,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from PM Palem to Bean Board - VIP Road in MVP Colony. Road distance approx 5.6 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03035,MVP Colony,Bean Board - VIP Road,MVP Colony,1.5,8-13 mins,â‚¹25,â‚¹30,â‚¹60,Low-Moderate,Rapido Bike,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from MVP Colony to Bean Board - VIP Road in MVP Colony. Road distance approx 1.5 km with low-moderate traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03036,Siripuram,Bean Board - VIP Road,MVP Colony,4.1,14-19 mins,â‚¹40,â‚¹55,â‚¹80,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from Siripuram to Bean Board - VIP Road in MVP Colony. Road distance approx 4.1 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03037,Dwaraka Nagar,Bean Board - VIP Road,MVP Colony,2.9,10-15 mins,â‚¹30,â‚¹40,â‚¹65,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from Dwaraka Nagar to Bean Board - VIP Road in MVP Colony. Road distance approx 2.9 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03038,Maddilapalem,Bean Board - VIP Road,MVP Colony,2,8-13 mins,â‚¹25,â‚¹30,â‚¹60,Low-Moderate,Rapido Bike,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from Maddilapalem to Bean Board - VIP Road in MVP Colony. Road distance approx 2.0 km with low-moderate traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03039,NAD Junction,Bean Board - VIP Road,MVP Colony,8.6,18-23 mins,â‚¹80,â‚¹110,â‚¹140,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from NAD Junction to Bean Board - VIP Road in MVP Colony. Road distance approx 8.6 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03040,Seethammadhara,Bean Board - VIP Road,MVP Colony,2,8-13 mins,â‚¹25,â‚¹30,â‚¹60,Low-Moderate,Rapido Bike,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from Seethammadhara to Bean Board - VIP Road in MVP Colony. Road distance approx 2.0 km with low-moderate traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03041,Jagadamba,Bean Board - VIP Road,MVP Colony,6.2,21-26 mins,â‚¹60,â‚¹80,â‚¹110,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from Jagadamba to Bean Board - VIP Road in MVP Colony. Road distance approx 6.2 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03042,Asilmetta,Bean Board - VIP Road,MVP Colony,6.1,20-25 mins,â‚¹60,â‚¹80,â‚¹105,Moderate-High,Rapido Bike,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from Asilmetta to Bean Board - VIP Road in MVP Colony. Road distance approx 6.1 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03043,Railway Station,Bean Board - VIP Road,MVP Colony,7.1,24-29 mins,â‚¹65,â‚¹90,â‚¹120,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from Railway Station to Bean Board - VIP Road in MVP Colony. Road distance approx 7.1 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03044,RTC Complex,Bean Board - VIP Road,MVP Colony,8.1,27-32 mins,â‚¹75,â‚¹105,â‚¹135,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from RTC Complex to Bean Board - VIP Road in MVP Colony. Road distance approx 8.1 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03045,Airport,Bean Board - VIP Road,MVP Colony,14.7,32-37 mins,â‚¹125,â‚¹180,â‚¹230,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from Airport to Bean Board - VIP Road in MVP Colony. Road distance approx 14.7 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03046,Pendurthi,Bean Board - VIP Road,MVP Colony,14.8,32-37 mins,â‚¹125,â‚¹185,â‚¹230,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from Pendurthi to Bean Board - VIP Road in MVP Colony. Road distance approx 14.8 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03047,Gopalapatnam,Bean Board - VIP Road,MVP Colony,7.7,16-21 mins,â‚¹70,â‚¹100,â‚¹130,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from Gopalapatnam to Bean Board - VIP Road in MVP Colony. Road distance approx 7.7 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03048,Kurmannapalem,Bean Board - VIP Road,MVP Colony,10.8,23-28 mins,â‚¹95,â‚¹135,â‚¹175,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from Kurmannapalem to Bean Board - VIP Road in MVP Colony. Road distance approx 10.8 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03049,Auto Nagar,Bean Board - VIP Road,MVP Colony,12.7,27-32 mins,â‚¹110,â‚¹160,â‚¹200,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from Auto Nagar to Bean Board - VIP Road in MVP Colony. Road distance approx 12.7 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03050,Steel Plant,Bean Board - VIP Road,MVP Colony,14.6,31-36 mins,â‚¹125,â‚¹180,â‚¹225,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from Steel Plant to Bean Board - VIP Road in MVP Colony. Road distance approx 14.6 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03051,Scindia,Bean Board - VIP Road,MVP Colony,5.2,11-16 mins,â‚¹50,â‚¹70,â‚¹95,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from Scindia to Bean Board - VIP Road in MVP Colony. Road distance approx 5.2 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03052,One Town,Bean Board - VIP Road,MVP Colony,6.4,21-26 mins,â‚¹60,â‚¹85,â‚¹110,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from One Town to Bean Board - VIP Road in MVP Colony. Road distance approx 6.4 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03053,Poorna Market,Bean Board - VIP Road,MVP Colony,6.8,23-28 mins,â‚¹65,â‚¹90,â‚¹115,Moderate-High,Rapido Bike,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from Poorna Market to Bean Board - VIP Road in MVP Colony. Road distance approx 6.8 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03054,RK Beach,Bean Board - VIP Road,MVP Colony,4.6,15-20 mins,â‚¹45,â‚¹60,â‚¹85,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from RK Beach to Bean Board - VIP Road in MVP Colony. Road distance approx 4.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03055,Rushikonda,Bean Board - VIP Road,MVP Colony,11.4,24-29 mins,â‚¹100,â‚¹145,â‚¹180,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from Rushikonda to Bean Board - VIP Road in MVP Colony. Road distance approx 11.4 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03056,Lawson's Bay,Bean Board - VIP Road,MVP Colony,4.3,9-14 mins,â‚¹45,â‚¹60,â‚¹80,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from Lawson's Bay to Bean Board - VIP Road in MVP Colony. Road distance approx 4.3 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03057,Hanumanthuwaka,Bean Board - VIP Road,MVP Colony,11.1,24-29 mins,â‚¹100,â‚¹140,â‚¹175,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from Hanumanthuwaka to Bean Board - VIP Road in MVP Colony. Road distance approx 11.1 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03058,Arilova,Bean Board - VIP Road,MVP Colony,9.5,20-25 mins,â‚¹85,â‚¹120,â‚¹155,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from Arilova to Bean Board - VIP Road in MVP Colony. Road distance approx 9.5 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03059,Beach Road,Bean Board - VIP Road,MVP Colony,4,13-18 mins,â‚¹40,â‚¹55,â‚¹80,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from Beach Road to Bean Board - VIP Road in MVP Colony. Road distance approx 4.0 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03060,Kailasagiri,Bean Board - VIP Road,MVP Colony,6.6,14-19 mins,â‚¹60,â‚¹85,â‚¹115,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, MVP Colony",Travel from Kailasagiri to Bean Board - VIP Road in MVP Colony. Road distance approx 6.6 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03061,Gajuwaka,My Kup,MVP Colony,17.7,38-43 mins,â‚¹150,â‚¹220,â‚¹270,Low-Moderate,Cab,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","Vizag Central, VIP Road",Travel from Gajuwaka to My Kup in MVP Colony. Road distance approx 17.7 km with low-moderate traffic. Cab recommended for this route in Visakhapatnam.
TRP03062,Kommadi,My Kup,MVP Colony,10.2,22-27 mins,â‚¹90,â‚¹130,â‚¹165,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","Vizag Central, VIP Road",Travel from Kommadi to My Kup in MVP Colony. Road distance approx 10.2 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03063,Madhurawada,My Kup,MVP Colony,8.3,18-23 mins,â‚¹75,â‚¹105,â‚¹140,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","Vizag Central, VIP Road",Travel from Madhurawada to My Kup in MVP Colony. Road distance approx 8.3 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03064,PM Palem,My Kup,MVP Colony,5.6,12-17 mins,â‚¹55,â‚¹75,â‚¹100,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","Vizag Central, VIP Road",Travel from PM Palem to My Kup in MVP Colony. Road distance approx 5.6 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03065,MVP Colony,My Kup,MVP Colony,1.5,8-13 mins,â‚¹25,â‚¹30,â‚¹60,Low-Moderate,Rapido Bike,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","Vizag Central, VIP Road",Travel from MVP Colony to My Kup in MVP Colony. Road distance approx 1.5 km with low-moderate traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03066,Siripuram,My Kup,MVP Colony,4.1,14-19 mins,â‚¹40,â‚¹55,â‚¹80,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Vizag Central, VIP Road",Travel from Siripuram to My Kup in MVP Colony. Road distance approx 4.1 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03067,Dwaraka Nagar,My Kup,MVP Colony,2.9,10-15 mins,â‚¹30,â‚¹40,â‚¹65,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Vizag Central, VIP Road",Travel from Dwaraka Nagar to My Kup in MVP Colony. Road distance approx 2.9 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03068,Maddilapalem,My Kup,MVP Colony,2,8-13 mins,â‚¹25,â‚¹30,â‚¹60,Low-Moderate,Rapido Bike,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","Vizag Central, VIP Road",Travel from Maddilapalem to My Kup in MVP Colony. Road distance approx 2.0 km with low-moderate traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03069,NAD Junction,My Kup,MVP Colony,8.6,18-23 mins,â‚¹80,â‚¹110,â‚¹140,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","Vizag Central, VIP Road",Travel from NAD Junction to My Kup in MVP Colony. Road distance approx 8.6 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03070,Seethammadhara,My Kup,MVP Colony,2,8-13 mins,â‚¹25,â‚¹30,â‚¹60,Low-Moderate,Rapido Bike,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","Vizag Central, VIP Road",Travel from Seethammadhara to My Kup in MVP Colony. Road distance approx 2.0 km with low-moderate traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03071,Jagadamba,My Kup,MVP Colony,6.2,21-26 mins,â‚¹60,â‚¹80,â‚¹110,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Vizag Central, VIP Road",Travel from Jagadamba to My Kup in MVP Colony. Road distance approx 6.2 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03072,Asilmetta,My Kup,MVP Colony,6.1,20-25 mins,â‚¹60,â‚¹80,â‚¹105,Moderate-High,Rapido Bike,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","Vizag Central, VIP Road",Travel from Asilmetta to My Kup in MVP Colony. Road distance approx 6.1 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03073,Railway Station,My Kup,MVP Colony,7.1,24-29 mins,â‚¹65,â‚¹90,â‚¹120,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Vizag Central, VIP Road",Travel from Railway Station to My Kup in MVP Colony. Road distance approx 7.1 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03074,RTC Complex,My Kup,MVP Colony,8.1,27-32 mins,â‚¹75,â‚¹105,â‚¹135,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Vizag Central, VIP Road",Travel from RTC Complex to My Kup in MVP Colony. Road distance approx 8.1 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03075,Airport,My Kup,MVP Colony,14.7,32-37 mins,â‚¹125,â‚¹180,â‚¹230,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","Vizag Central, VIP Road",Travel from Airport to My Kup in MVP Colony. Road distance approx 14.7 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03076,Pendurthi,My Kup,MVP Colony,14.8,32-37 mins,â‚¹125,â‚¹185,â‚¹230,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","Vizag Central, VIP Road",Travel from Pendurthi to My Kup in MVP Colony. Road distance approx 14.8 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03077,Gopalapatnam,My Kup,MVP Colony,7.7,16-21 mins,â‚¹70,â‚¹100,â‚¹130,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","Vizag Central, VIP Road",Travel from Gopalapatnam to My Kup in MVP Colony. Road distance approx 7.7 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03078,Kurmannapalem,My Kup,MVP Colony,10.8,23-28 mins,â‚¹95,â‚¹135,â‚¹175,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","Vizag Central, VIP Road",Travel from Kurmannapalem to My Kup in MVP Colony. Road distance approx 10.8 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03079,Auto Nagar,My Kup,MVP Colony,12.7,27-32 mins,â‚¹110,â‚¹160,â‚¹200,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","Vizag Central, VIP Road",Travel from Auto Nagar to My Kup in MVP Colony. Road distance approx 12.7 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03080,Steel Plant,My Kup,MVP Colony,14.6,31-36 mins,â‚¹125,â‚¹180,â‚¹225,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","Vizag Central, VIP Road",Travel from Steel Plant to My Kup in MVP Colony. Road distance approx 14.6 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03081,Scindia,My Kup,MVP Colony,5.2,11-16 mins,â‚¹50,â‚¹70,â‚¹95,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","Vizag Central, VIP Road",Travel from Scindia to My Kup in MVP Colony. Road distance approx 5.2 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
