trip_id,source_area,hospital_name,hospital_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,peak_time,off_peak_time,nearest_landmarks,emergency_fastest_option,description
1445,Gopalapatnam,Varma Hospitals,Siripuram,5.1,12-20 min,Rs 81,Rs 102,Rs 116,Moderate,Rapido Bike (good balance of speed and cost),22-37 min,7-20 min,"Siripuram, Near Jagadamba",Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to Varma Hospitals in Siripuram, Visakhapatnam. Distance approx 5.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1446,Gopalapatnam,Sai Spoorthy Hospital,Gajuwaka,11.5,27-39 min,Rs 171,Rs 230,Rs 199,Moderate to High,Rapido Bike or Auto (cost effective),37-52 min,22-39 min,"Gajuwaka, Near Ukkunagaram",Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to Sai Spoorthy Hospital in Gajuwaka, Visakhapatnam. Distance approx 11.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1447,Gopalapatnam,Q1 Hospitals,PM Palem,10.6,25-37 min,Rs 158,Rs 212,Rs 187,Moderate to High,Rapido Bike or Auto (cost effective),35-50 min,20-37 min,"PM Palem, Near Bheemunipatnam Road",Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to Q1 Hospitals in PM Palem, Visakhapatnam. Distance approx 10.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1448,Gopalapatnam,INHS Kalyani Naval Hospital,Steel Plant Area,8.5,20-32 min,Rs 129,Rs 170,Rs 160,Moderate to High,Rapido Bike or Auto (cost effective),30-45 min,15-32 min,"Naval Base Area, Near Steel Plant",Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to INHS Kalyani Naval Hospital in Steel Plant Area, Visakhapatnam. Distance approx 8.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1449,Gopalapatnam,Damayanthi Hospitals,NAD Junction,2.2,7-12 min,Rs 40,Rs 44,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"NAD Junction, Near Gopalapatnam",Rapido Bike (fastest in traffic),"Travel from Gopalapatnam to Damayanthi Hospitals in NAD Junction, Visakhapatnam. Distance approx 2.2 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1450,Gopalapatnam,Vijayasri Hospital,Auto Nagar,4.5,10-18 min,Rs 73,Rs 90,Rs 108,Moderate,Rapido Bike (good balance of speed and cost),20-35 min,5-18 min,"Auto Nagar, Near Industrial Area",Rapido Bike (fastest in traffic),"Travel from Gopalapatnam to Vijayasri Hospital in Auto Nagar, Visakhapatnam. Distance approx 4.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1451,Gopalapatnam,Mahanthi Hospital,Gajuwaka,11.5,27-39 min,Rs 171,Rs 230,Rs 199,Moderate to High,Rapido Bike or Auto (cost effective),37-52 min,22-39 min,"Gajuwaka, Near Kommuri Center",Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to Mahanthi Hospital in Gajuwaka, Visakhapatnam. Distance approx 11.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1452,Gopalapatnam,MGR Hospital,Gajuwaka,11.4,27-39 min,Rs 169,Rs 228,Rs 198,Moderate to High,Rapido Bike or Auto (cost effective),37-52 min,22-39 min,Gajuwaka BC Road,Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to MGR Hospital in Gajuwaka, Visakhapatnam. Distance approx 11.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1453,Gopalapatnam,Pearl Vision Eye Hospital,MVP Colony,4.8,11-19 min,Rs 77,Rs 96,Rs 112,Moderate,Rapido Bike (good balance of speed and cost),21-36 min,6-19 min,"MVP Colony Sector 7, Near Temple",Rapido Bike (fastest in traffic),"Travel from Gopalapatnam to Pearl Vision Eye Hospital in MVP Colony, Visakhapatnam. Distance approx 4.8 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1454,Gopalapatnam,LG Hospitals,Scindia,7.9,18-26 min,Rs 120,Rs 158,Rs 152,Moderate,Rapido Bike (good balance of speed and cost),28-43 min,13-26 min,"Scindia, Near BHEL Colony",Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to LG Hospitals in Scindia, Visakhapatnam. Distance approx 7.9 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1455,Gopalapatnam,Sree Sivani Multispeciality Hospital,Gopalapatnam,0.0,7-12 min,Rs 30,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,Gopalapatnam Main Road,Rapido Bike (fastest in traffic),"Travel from Gopalapatnam to Sree Sivani Multispeciality Hospital in Gopalapatnam, Visakhapatnam. Distance approx 0.0 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1456,Gopalapatnam,Harshitha Hospital,Hanumanthuwaka,7.8,18-26 min,Rs 119,Rs 156,Rs 151,Moderate,Rapido Bike (good balance of speed and cost),28-43 min,13-26 min,"Hanumanthuwaka, Near Asilmetta Road",Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to Harshitha Hospital in Hanumanthuwaka, Visakhapatnam. Distance approx 7.8 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1457,Gopalapatnam,Baba Hospital,One Town,7.1,17-25 min,Rs 109,Rs 142,Rs 142,Moderate,Rapido Bike (good balance of speed and cost),27-42 min,12-25 min,"One Town, Near RTC Complex",Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to Baba Hospital in One Town, Visakhapatnam. Distance approx 7.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1458,Gopalapatnam,Sri Dhanvanthari Hospital,Pendurthi,11.5,27-39 min,Rs 171,Rs 230,Rs 199,Moderate to High,Rapido Bike or Auto (cost effective),37-52 min,22-39 min,"Pendurthi, Near Old Bus Stand",Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to Sri Dhanvanthari Hospital in Pendurthi, Visakhapatnam. Distance approx 11.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1459,Gopalapatnam,Rainbow Eye Hospital,Arilova,0.5,7-12 min,Rs 30,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Arilova, Near Care Hospital",Rapido Bike (fastest in traffic),"Travel from Gopalapatnam to Rainbow Eye Hospital in Arilova, Visakhapatnam. Distance approx 0.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1460,Gopalapatnam,Dinesh Orthopaedics Hospital,Madhurawada,8.9,21-33 min,Rs 134,Rs 178,Rs 165,Moderate to High,Rapido Bike or Auto (cost effective),31-46 min,16-33 min,"Madhurawada, Near Kommadi Junction",Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to Dinesh Orthopaedics Hospital in Madhurawada, Visakhapatnam. Distance approx 8.9 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1461,Gopalapatnam,Visakha Gynaec Hospital Pendurthi,Pendurthi,11.5,27-39 min,Rs 171,Rs 230,Rs 199,Moderate to High,Rapido Bike or Auto (cost effective),37-52 min,22-39 min,"Pendurthi, Near Police Station",Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to Visakha Gynaec Hospital Pendurthi in Pendurthi, Visakhapatnam. Distance approx 11.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1462,Gopalapatnam,St Ann's Jubilee Memorial Hospital,Jagadamba,5.9,14-22 min,Rs 92,Rs 118,Rs 126,Moderate,Rapido Bike (good balance of speed and cost),24-39 min,9-22 min,"Jagadamba Junction, Near Old Town",Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to St Ann's Jubilee Memorial Hospital in Jagadamba, Visakhapatnam. Distance approx 5.9 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1463,Gopalapatnam,Andhra Mahila Sabha Hospital,Jagadamba,5.9,14-22 min,Rs 92,Rs 118,Rs 126,Moderate,Rapido Bike (good balance of speed and cost),24-39 min,9-22 min,"Jagadamba, Near Post Office",Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to Andhra Mahila Sabha Hospital in Jagadamba, Visakhapatnam. Distance approx 5.9 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1464,Gopalapatnam,Dr Adams Hospital Gynaec Care,Asilmetta,5.9,14-22 min,Rs 92,Rs 118,Rs 126,Moderate,Rapido Bike (good balance of speed and cost),24-39 min,9-22 min,"Asilmetta Junction, Near CBM",Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to Dr Adams Hospital Gynaec Care in Asilmetta, Visakhapatnam. Distance approx 5.9 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1465,Gopalapatnam,Kims Cuddles Maternity Hospital,Seethammadhara,4.8,11-19 min,Rs 77,Rs 96,Rs 112,Moderate,Rapido Bike (good balance of speed and cost),21-36 min,6-19 min,"Seethammadhara, Near Big Bazaar",Rapido Bike (fastest in traffic),"Travel from Gopalapatnam to Kims Cuddles Maternity Hospital in Seethammadhara, Visakhapatnam. Distance approx 4.8 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1466,Gopalapatnam,Apex Ions Hospital,Dwaraka Nagar,4.3,10-18 min,Rs 70,Rs 86,Rs 105,Moderate,Rapido Bike (good balance of speed and cost),20-35 min,5-18 min,"Dwaraka Nagar, Near Visakha School",Rapido Bike (fastest in traffic),"Travel from Gopalapatnam to Apex Ions Hospital in Dwaraka Nagar, Visakhapatnam. Distance approx 4.3 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1467,Gopalapatnam,Sn Hospital,Gajuwaka,11.3,27-39 min,Rs 168,Rs 226,Rs 196,Moderate to High,Rapido Bike or Auto (cost effective),37-52 min,22-39 min,"Gajuwaka, Steel Plant Area",Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to Sn Hospital in Gajuwaka, Visakhapatnam. Distance approx 11.3 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1468,Gopalapatnam,Chroma Eye Hospital,MVP Colony,4.8,11-19 min,Rs 77,Rs 96,Rs 112,Moderate,Rapido Bike (good balance of speed and cost),21-36 min,6-19 min,"MVP Colony Sector 8, Near Park",Rapido Bike (fastest in traffic),"Travel from Gopalapatnam to Chroma Eye Hospital in MVP Colony, Visakhapatnam. Distance approx 4.8 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1469,Gopalapatnam,Dr Agarwals Eye Hospital,Siripuram,5.1,12-20 min,Rs 81,Rs 102,Rs 116,Moderate,Rapido Bike (good balance of speed and cost),22-37 min,7-20 min,"Siripuram, Opposite Income Tax Office",Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to Dr Agarwals Eye Hospital in Siripuram, Visakhapatnam. Distance approx 5.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1470,Gopalapatnam,Hcg Cancer Hospital Bhimili Road,Bheemunipatnam,21.7,52-72 min,Rs 313,Rs 434,Rs 332,High,Rapido Bike or Auto (cost effective),62-77 min,47-72 min,"Bheemunipatnam Road, Near Tagurapuvalasa",Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to Hcg Cancer Hospital Bhimili Road in Bheemunipatnam, Visakhapatnam. Distance approx 21.7 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1471,Gopalapatnam,Smartvision Eye Hospitals,Dwaraka Nagar,4.3,10-18 min,Rs 70,Rs 86,Rs 105,Moderate,Rapido Bike (good balance of speed and cost),20-35 min,5-18 min,"Dwaraka Nagar, Near Visakha Steel",Rapido Bike (fastest in traffic),"Travel from Gopalapatnam to Smartvision Eye Hospitals in Dwaraka Nagar, Visakhapatnam. Distance approx 4.3 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1472,Gopalapatnam,Aayushman Hospital,Kommadi,8.6,20-32 min,Rs 130,Rs 172,Rs 161,Moderate to High,Rapido Bike or Auto (cost effective),30-45 min,15-32 min,"Kommadi Road, Near Bheemunipatnam Road",Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to Aayushman Hospital in Kommadi, Visakhapatnam. Distance approx 8.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1473,Gopalapatnam,BHEL Hospital,Scindia,8.0,19-27 min,Rs 122,Rs 160,Rs 154,Moderate,Rapido Bike (good balance of speed and cost),29-44 min,14-27 min,"BHEL Township, Scindia",Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to BHEL Hospital in Scindia, Visakhapatnam. Distance approx 8.0 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1474,Gopalapatnam,Goutami Hospital,Gajuwaka,11.6,27-39 min,Rs 172,Rs 232,Rs 200,Moderate to High,Rapido Bike or Auto (cost effective),37-52 min,22-39 min,"Gajuwaka, Near Balaji Theatre",Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to Goutami Hospital in Gajuwaka, Visakhapatnam. Distance approx 11.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1475,Gopalapatnam,Padmasri Hospital,One Town,7.2,17-25 min,Rs 110,Rs 144,Rs 143,Moderate,Rapido Bike (good balance of speed and cost),27-42 min,12-25 min,"One Town, Near Jagadamba",Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to Padmasri Hospital in One Town, Visakhapatnam. Distance approx 7.2 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1476,Gopalapatnam,Sai Geetha Hospital,Steel Plant Area,8.4,20-32 min,Rs 127,Rs 168,Rs 159,Moderate to High,Rapido Bike or Auto (cost effective),30-45 min,15-32 min,"Steel Plant Colony, Near HPCL Gate",Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to Sai Geetha Hospital in Steel Plant Area, Visakhapatnam. Distance approx 8.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1477,Gopalapatnam,Rama Nursing Home,Gopalapatnam,0.1,7-12 min,Rs 30,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Gopalapatnam, Near Hindu Colony",Rapido Bike (fastest in traffic),"Travel from Gopalapatnam to Rama Nursing Home in Gopalapatnam, Visakhapatnam. Distance approx 0.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1478,Gopalapatnam,Waltair Multicare Hospital,Waltair,5.8,13-21 min,Rs 91,Rs 116,Rs 125,Moderate,Rapido Bike (good balance of speed and cost),23-38 min,8-21 min,"Waltair, Near RBI Colony",Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to Waltair Multicare Hospital in Waltair, Visakhapatnam. Distance approx 5.8 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1479,Gopalapatnam,Medicover Cancer Hospital,Waltair Main Road,5.8,13-21 min,Rs 91,Rs 116,Rs 125,Moderate,Rapido Bike (good balance of speed and cost),23-38 min,8-21 min,"Waltair Main Road, Near Old Govt Hospital",Rapido Bike or Cab (quickest door-to-door),"Travel from Gopalapatnam to Medicover Cancer Hospital in Waltair Main Road, Visakhapatnam. Distance approx 5.8 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1480,Kurmannapalem,Medicover Hospitals Vizag,Waltair Main Road,7.8,18-26 min,Rs 119,Rs 156,Rs 151,Moderate,Rapido Bike (good balance of speed and cost),28-43 min,13-26 min,"Near Waltair Main Road, Opposite YMCA",Rapido Bike or Cab (quickest door-to-door),"Travel from Kurmannapalem to Medicover Hospitals Vizag in Waltair Main Road, Visakhapatnam. Distance approx 7.8 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1481,Kurmannapalem,Apollo Hospitals Visakhapatnam,Waltair,7.6,18-26 min,Rs 116,Rs 152,Rs 148,Moderate,Rapido Bike (good balance of speed and cost),28-43 min,13-26 min,"Waltair Uplands, Near Andhra University",Rapido Bike or Cab (quickest door-to-door),"Travel from Kurmannapalem to Apollo Hospitals Visakhapatnam in Waltair, Visakhapatnam. Distance approx 7.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1482,Kurmannapalem,KIMS Hospitals Seethammadhara,Seethammadhara,6.9,16-24 min,Rs 106,Rs 138,Rs 139,Moderate,Rapido Bike (good balance of speed and cost),26-41 min,11-24 min,"Near Seethammadhara Junction, Opp Aditya Park",Rapido Bike or Cab (quickest door-to-door),"Travel from Kurmannapalem to KIMS Hospitals Seethammadhara in Seethammadhara, Visakhapatnam. Distance approx 6.9 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1483,Kurmannapalem,Mahatma Gandhi Cancer Hospital,Maharani Peta,7.9,18-26 min,Rs 120,Rs 158,Rs 152,Moderate,Rapido Bike (good balance of speed and cost),28-43 min,13-26 min,"Near RTC Complex, Maharani Peta",Rapido Bike or Cab (quickest door-to-door),"Travel from Kurmannapalem to Mahatma Gandhi Cancer Hospital in Maharani Peta, Visakhapatnam. Distance approx 7.9 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1484,Kurmannapalem,King George Hospital,One Town,8.1,19-27 min,Rs 123,Rs 162,Rs 155,Moderate,Rapido Bike or Auto (cost effective),29-44 min,14-27 min,"Near Jagadamba Centre, One Town",Rapido Bike or Cab (quickest door-to-door),"Travel from Kurmannapalem to King George Hospital in One Town, Visakhapatnam. Distance approx 8.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1485,Kurmannapalem,MGM SevenHills Hospital,Rockdale Layout,8.2,19-27 min,Rs 124,Rs 164,Rs 156,Moderate,Rapido Bike or Auto (cost effective),29-44 min,14-27 min,"Near Rushikonda, Beach Road Side",Rapido Bike or Cab (quickest door-to-door),"Travel from Kurmannapalem to MGM SevenHills Hospital in Rockdale Layout, Visakhapatnam. Distance approx 8.2 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1486,Kurmannapalem,Queen's NRI Hospital,Seethammadhara,7.2,17-25 min,Rs 110,Rs 144,Rs 143,Moderate,Rapido Bike (good balance of speed and cost),27-42 min,12-25 min,"Near Seethammadhara Jn, Opp Big Bazaar",Rapido Bike or Cab (quickest door-to-door),"Travel from Kurmannapalem to Queen's NRI Hospital in Seethammadhara, Visakhapatnam. Distance approx 7.2 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
1487,Kurmannapalem,Omni Hospitals Visakhapatnam,Waltair,7.6,18-26 min,Rs 116,Rs 152,Rs 148,Moderate,Rapido Bike (good balance of speed and cost),28-43 min,13-26 min,"Waltair Main Road, Near Andhra University Gate",Rapido Bike or Cab (quickest door-to-door),"Travel from Kurmannapalem to Omni Hospitals Visakhapatnam in Waltair, Visakhapatnam. Distance approx 7.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
